,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
1055,Nieuw Herlaer                       , 1083 BB ,125.0,4,4450.0,35.6,52.325971,4.889891
1056,Maassluisstraat                       , 1062 GS ,40.0,1,2300.0,57.5,52.349216,4.836661
1057,Kerkstraat                       , 1017 GM ,70.0,2,2500.0,35.714285714285715,52.362923,4.898906
1058,Overhoeksparklaan 234                       , 1031 KC ,98.0,3,3500.0,35.714285714285715,52.387103,4.8999510000000015
1059,Reinier Claeszenstraat                       , 1056 WR ,54.0,3,2800.0,51.85185185185186,52.373041,4.862157
1060,Schippersstraat                       , 1011 AZ ,50.0,3,2150.0,43.0,52.37339,4.905626
1061,Hobbemakade 29 3                       , 1071 XK ,82.0,2,3500.0,42.68292682926829,52.356966,4.886044999999998
1062,Termini 299                       , 1025 XM ,74.0,3,2350.0,31.756756756756765,52.401666,4.9339309999999985
1063,Legmeerstraat 87 I                       , 1058 NC ,49.0,2,2500.0,51.02040816326532,52.351562,4.850719000000002
1064,Tweede Egelantiersdwarsstraat                       , 1015 SC ,30.0,2,2350.0,78.33333333333333,52.376547,4.882213
1065,Gerard Brandtstraat                       , 1054 JJ ,56.0,2,3500.0,62.5,52.36118,4.86767
1066,Memeleiland                       , 1014 ZL ,88.0,3,4450.0,50.56818181818182,52.392294,4.880793
1067,Keizersgracht 492 B                       , 1017 EH ,110.0,3,5100.0,46.36363636363637,52.366106,4.885569
1068,Postjesweg 441                       , 1062 JV ,80.0,4,2800.0,35.0,52.363699,4.835744
1069,Westerkade                       , 1015 XD ,30.0,2,2500.0,83.33333333333333,52.375877,4.87786
1070,Amstelkade                       , 1078 AC ,61.0,3,3500.0,57.377049180327866,52.347956,4.897793
1071,IJdoornlaan 251 A1                       , 1024 KM ,120.0,3,2000.0,16.666666666666668,52.392735,4.956114
1072,Reguliersgracht 46 H                       , 1017 LS ,72.0,3,3050.0,42.361111111111114,52.362974,4.895637000000002
1073,Van Oldenbarneveldtstraat 41 3                       , 1052 JS ,62.0,3,3500.0,56.45161290322582,52.376123,4.875206
1074,Bos en Lommerplantsoen                       , 1055 AA ,29.0,1,1550.0,53.44827586206897,52.376122,4.845535
1075,Korte Schimmelstraat 5                       , 1053 SZ ,80.0,3,3150.0,39.375,52.368335,4.86517
1076,Groenburgwal 47 3                       , 1011 HS ,40.0,2,2200.0,55.0,52.368539,4.898204
1077,Van Ostadestraat 29 II                       , 1072 SM ,36.0,2,2500.0,69.44444444444444,52.353338,4.899707
1078,Spaklerweg 14 E15                       , 1096 BA ,32.0,1,1750.0,54.6875,52.339862,4.919816
1079,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1080,Korsjespoortsteeg 18 1                       , 1015 AR ,85.0,2,2950.0,34.70588235294117,52.377443,4.891159
1081,Mercuriusplein 1 B                       , 1033 AZ ,110.0,4,4000.0,36.36363636363637,52.414271,4.883971
1082,Admiraal De Ruijterweg                       , 1055 MJ ,140.0,4,3150.0,22.5,52.373458,4.858842
1083,Nieuwe Prinsengracht                       , 1018 VR ,70.0,3,3500.0,50.0,52.363535,4.905843
1084,Legmeerplein                       , 1058 NL ,60.0,2,2000.0,33.333333333333336,52.35308300000001,4.851792
1085,Haarlemmermeerstraat                       , 1058 KK ,64.0,3,3000.0,46.875,52.357052,4.850304
1086,Emmy Andriessestraat                       , 1087 NE ,126.0,4,2100.0,16.666666666666668,52.346995,5009678.0
1087,Vijzelstraat 83 1                       , 1017 HG ,43.0,1,2500.0,58.139534883720934,52.363536,4.892431
1088,Simon Stevinstraat 3 1                       , 1097 BW ,58.0,3,3000.0,51.72413793103448,52.352975,4.925852
1089,Kinkerstraat                       , 1053 DG ,32.0,1,1300.0,40.625,52.367586,4.873204
1090,Faas Wilkesstraat                       , 1095 MD ,49.0,2,2000.0,40.81632653061224,52.37289000000001,4.968642
1091,Javastraat 39 I                       , 1094 GZ ,60.0,3,3000.0,50.0,52.363771,4.933127
1092,Achtergracht 11 II                       , 1017 WL ,55.0,1,2500.0,45.45454545454545,52.361441,4.901116
1093,Lange Niezel                       , 1012 GS ,47.0,3,2000.0,42.5531914893617,52.37500900000001,4.898612
1094,Govert Flinckstraat 104 A                       , 1072 EL ,45.0,2,2150.0,47.77777777777778,52.354312,4.889686
1095,Hugo de Grootkade 4 1                       , 1052 LP ,52.0,2,2000.0,38.46153846153846,52.373049,4.8722949999999985
1096,Marnixstraat 285 F                       , 1015 WL ,99.0,4,3650.0,36.868686868686865,52.374479,4.876789
1097,Loosduinenstraat                       , 1062 EG ,105.0,3,2500.0,23.809523809523807,52.351196,4.838119
1098,Agamemnonstraat                       , 1076 LT ,50.0,3,2500.0,50.0,52.344637,4.8636300000000015
1099,Fokkezeil                       , 1034 MV ,71.0,3,1700.0,23.943661971830984,52.410461,4.924676
1100,Kleiburg                       , 1104 EA ,70.0,3,1500.0,21.428571428571427,52.318351,4.980421
1101,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1102,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1103,Cornelis Schuytstraat                       , 1071 JH ,125.0,4,6000.0,48.0,52.355986,4.870551
1104,Utrechtsedwarsstraat                       , 1017 WK ,101.0,3,4500.0,44.55445544554457,52.361512,4.899352
1105,Boeninlaan                       , 1102 TJ ,75.0,3,2150.0,28.66666666666667,52.3216,4.941808
1106,Doddendaal 197                       , 1082 XT ,61.0,3,3150.0,51.639344262295076,52.330967,4.874206
1107,Govert Flinckstraat                       , 1074 CC ,110.0,3,6000.0,54.54545454545455,52.355581,4.895827
1108,Barcelonaplein 152                       , 1019 LZ ,56.0,2,3500.0,62.5,52.376629,4.944272
1109,Vierwindendwarsstraat                       , 1013 LB ,77.0,3,6000.0,77.92207792207792,52.387083,4.8872339999999985
1110,Nassaukade                       , 1052 CS ,80.0,3,6000.0,75.0,52.379572,4.878407
1111,Binnen Brouwersstraat                       , 1013 EE ,52.0,3,3000.0,57.69230769230769,52.380011,4.890532
1112,Jesse Owenshof                       , 1034 WT ,90.0,3,2500.0,27.777777777777786,52.403798,4.919943
1113,Ohmstraat 10 3                       , 1098 ST ,73.0,2,2150.0,29.45205479452055,52.377124,4.89432
1114,Minervaplein                       , 1077 TK ,115.0,4,5500.0,47.82608695652174,52.346421,4.872554
1115,Bilderdijkstraat                       , 1053 KM ,69.0,3,3150.0,45.65217391304348,52.37083,4.869921
1116,Marnixstraat 224 B                       , 1016 TL ,65.0,3,3000.0,46.153846153846146,52.371109,4.876166
1117,Overschiestraat 170 C5                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348849,4.839201
1118,Overschiestraat 170 C4                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348849,4.839201
1119,Olympiaweg 68 III                       , 1076 XC ,42.0,2,3500.0,83.33333333333333,52.347546,4.861085
1120,Mensinge                       , 1083 HG ,110.0,2,5000.0,45.45454545454545,52.332587,4.887794
1121,IJdoornlaan 251 D1                       , 1024 KM ,85.0,3,2050.0,24.117647058823533,52.392735,4.956114
1122,Ceintuurbaan                       , 1073 EJ ,166.0,4,7000.0,42.16867469879518,52.354812,4.9010370000000005
1123,Het Breed 747                       , 1025 JB ,64.0,2,2350.0,36.71875,52.397852,4.935626
1124,Eerste Jan Steenstraat                       , 1072 NR ,70.0,2,2500.0,35.714285714285715,52.353513,4.887904
1125,Willemsparkweg                       , 1071 HB ,75.0,2,3500.0,46.66666666666666,52.355616,4.86932
1126,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1127,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1128,Onstein                       , 1082 KM ,80.0,2,1700.0,21.25,52.330376,4.8697599999999985
1129,Willem de Zwijgerlaan                       , 1055 RD ,35.0,1,2500.0,71.42857142857143,52.371166,4.8631980000000015
1130,Overtoom                       , 1054 LK ,120.0,3,2950.0,24.58333333333333,52.361024,4.868881
1131,Fokke Simonszstraat                       , 1017 TE ,73.0,2,3650.0,50.0,52.360304,4.893629
1132,Rhijnvis Feithstraat                       , 1054 TZ ,60.0,3,3500.0,58.33333333333334,52.360008,4.8596580000000005
1133,Valeriusplein                       , 1075 BG ,80.0,3,3150.0,39.375,52.352601,4.864325
1134,Nieuwe Kerkstraat 115 III                       , 1018 VJ ,65.0,2,2300.0,35.384615384615394,52.364595,4.907394
1135,Stadhouderskade 88 F                       , 1073 AV ,32.0,2,2500.0,78.125,52.370497,4.91106
1136,Stadionkade 27 II+IV                       , 1077 VM ,160.0,8,4500.0,28.125,52.344694,4.870584
1137,Maarten Harpertszoon Trompstraat 12 H                       , 1056 HZ ,120.0,4,4450.0,37.083333333333336,52.372357,4.860174
1138,Bilderdijkkade 38 AH                       , 1053 VE ,64.0,3,3000.0,46.875,52.369267,4.868653
1139,Oudezijds Voorburgwal                       , 1012 GJ ,61.0,2,3500.0,57.377049180327866,52.372452,4.896855
1140,Nassaukade 56 1                       , 1052 CN ,74.0,2,3000.0,40.54054054054054,52.381121,4.878957
1141,Shackletonstraat 26 3                       , 1056 RM ,54.0,3,2150.0,39.81481481481481,52.372731,4.8513730000000015
1142,Keizersgracht 153 I                       , 1015 CL ,80.0,2,3650.0,45.625,52.363101,4.981330000000002
1143,Willem de Zwijgerlaan 42 II                       , 1056 JS ,56.0,3,2150.0,38.392857142857146,52.371592,4.863971
1144,Reguliersdwarsstraat                       , 1017 BK ,70.0,3,3000.0,42.857142857142854,52.365895,4.8945349999999985
1145,Tweede Tuindwarsstraat                       , 1015 RZ ,45.0,2,2500.0,55.55555555555557,52.377199,4.881825
1146,Kinkerstraat                       , 1053 EN ,45.0,2,2000.0,44.444444444444436,52.367586,4.873204
1147,Haarlemmerstraat                       , 1013 EV ,45.0,2,1950.0,43.33333333333334,52.380313,4.891784
1148,Bernissestraat                       , 1079 ZW ,75.0,2,4450.0,59.33333333333334,52.341842,4.898516000000001
1149,Elzenhagensingel 469                       , 1022 LA ,90.0,3,2000.0,22.222222222222207,52.40218,4.930632
1150,Vossiusstraat                       , 1071 AC ,75.0,2,2500.0,33.333333333333336,52.360596,4.879137999999998
1151,Panamalaan 162                       , 1019 AZ ,147.0,4,4500.0,30.612244897959183,52.370418,4.934657
1152,Baden Powellweg                       , 1069 KW ,97.0,5,4200.0,43.298969072164965,52.348469,4.795243
1153,Gebed Zonder End 17 A                       , 1012 HS ,40.0,2,2500.0,62.5,52.369464,4.893701
1154,Jephtastraat 53 4                       , 1055 JS ,88.0,4,3050.0,34.65909090909091,52.380982,4.845413
1155,Admiraal De Ruijterweg                       , 1056 GP ,60.0,2,2700.0,45.0,52.370289,4.864089
1156,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1157,Sint Willibrordusstraat                       , 1074 XL ,50.0,2,2800.0,56.0,52.354517,4.902527
1158,Van Boshuizenstraat                       , 1083 AT ,75.0,3,3000.0,40.0,52.324681,4.870933999999999
1159,Frans van Mierisstraat 24 2                       , 1071 RT ,60.0,2,3500.0,58.33333333333334,52.354786,4.882899
1160,Vechtstraat                       , 1079 JW ,45.0,3,2300.0,51.111111111111114,52.344608,4.906866
1161,Rapenburg                       , 1011 TX ,50.0,1,2300.0,46.0,52.371419,4.908303
1162,Bos en Lommerplein 38                       , 1055 EK ,90.0,3,2500.0,27.777777777777786,52.378337,4.846841
1163,Surinameplein 24 1                       , 1058 GP ,70.0,3,2000.0,28.57142857142857,52.359026,4.853726
1164,Fagelstraat                       , 1052 GC ,45.0,2,2000.0,44.444444444444436,52.380299,4.876553
1165,Amstelveenseweg                       , 1075 VT ,80.0,3,4500.0,56.25,52.350707,4.8568419999999985
1166,Prinsengracht                       , 1015 DT ,70.0,2,5000.0,71.42857142857143,52.362122,4.898975
1167,Termini 347                       , 1025 XM ,76.0,3,2000.0,26.315789473684212,52.401702,4.933954
1168,Prinsengracht                       , 1015 DS ,75.0,3,4050.0,54.0,52.366089,4.8825379999999985
1169,Prinsengracht                       , 1015 DS ,90.0,3,4050.0,45.0,52.366089,4.8825379999999985
1170,Brouwersgracht 60 3                       , 1013 GX ,118.0,3,3050.0,25.847457627118644,52.379424,4.8920330000000005
1171,Brouwersgracht                       , 1013 GW ,49.0,2,3000.0,61.224489795918366,52.38192700000001,4.885534
1172,Prins Hendrikkade                       , 1011 TC ,17.0,2,1850.0,108.82352941176471,52.378884,4.895995
1173,Ekingenstraat                       , 1069 GV ,82.0,4,3000.0,36.58536585365854,52.355441,4.797782
1174,Bloemgracht                       , 1016 KL ,75.0,3,5000.0,66.66666666666667,52.374453,4.880113
1175,Burgemeester Hogguerstraat 1169                       , 1064 EK ,88.0,5,5500.0,62.5,52.373118,4.828108
1176,Frieslandstraat 61                       , 1082 TL ,75.0,3,3500.0,46.66666666666666,52.333419,4.8780220000000005
1177,Geldersekade 119 III                       , 1011 EN ,100.0,2,4000.0,40.0,52.372937,4.90121
1178,Pieter Cornelisz. Hooftstraat 122 I                       , 1071 CD ,45.0,2,2300.0,51.111111111111114,52.359856,4.87879
1179,C. van Eesterenlaan                       , 1019 KE ,110.0,3,3250.0,29.54545454545455,52.37393400000001,4.937702
1180,Winterjanpad                       , 1036 KN ,69.0,3,1700.0,24.63768115942029,52.410644,4.902682
1181,Lia Doranastraat                       , 1031 HK ,86.0,3,3000.0,34.883720930232556,52.39386,4.899778
1182,Langswater 826                       , 1069 EH ,70.0,3,3000.0,42.857142857142854,52.359045,4.787959
1183,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1184,Rustenburgerstraat 138 A hs                       , 1073 GJ ,55.0,2,3000.0,54.54545454545455,52.352939,4.900974
1185,Staringstraat 9 C                       , 1054 VM ,80.0,3,4000.0,50.0,52.36213,4.862409
1186,Lijnbaansgracht 339 2                       , 1017 XA ,75.0,3,3150.0,42.0,52.360096,4.893071
1187,Beemsterstraat 546 C10                       , 1024 BV ,74.0,3,2500.0,33.78378378378378,52.396401,4.951185
1188,Overschiestraat 170 B31                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1189,Overschiestraat 170 B26                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348849,4.839201
1190,Overschiestraat 170 B33                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1191,Overschiestraat 170 B28                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348849,4.839201
1192,Ceintuurbaan 177 bv                       , 1073 EJ ,166.0,4,7000.0,42.16867469879518,52.354661,4.900162
1193,Rosy Wertheimstraat 3                       , 1082 MZ ,45.0,1,2350.0,52.22222222222222,52.336079,4.876628
1194,Vondelstraat                       , 1054 GW ,65.0,2,3150.0,48.46153846153846,52.3622,4.8770620000000005
1195,Kinkerstraat 296 II                       , 1053 GC ,45.0,2,2500.0,55.55555555555557,52.365219,4.863797
1196,Keizersgracht 376 2-A                       , 1016 GA ,50.0,1,2500.0,50.0,52.369541,4.884185
1197,Saenredamstraat 10 3                       , 1072 CG ,80.0,3,4500.0,56.25,52.355697,4.887733
1198,Ardennenlaan                       , 1066 SE ,100.0,3,2600.0,26.0,52.346225,4.813926
1199,Reitzstraat 115                       , 1091 ZB ,45.0,2,2300.0,51.111111111111114,52.354022,4.917857
1200,Reestraat 11 1                       , 1016 DM ,30.0,2,2000.0,66.66666666666667,52.372309,4.8840949999999985
1201,Sneeuwbalstraat                       , 1032 GX ,85.0,4,2600.0,30.588235294117645,52.396307,4.914018
1202,Joris Ivensplein 94                       , 1087 BP ,136.0,4,4300.0,31.617647058823533,52.358442,4.991017
1203,Joris Ivensplein 22                       , 1087 BP ,125.0,4,4050.0,32.4,52.35910300000001,4.989896
1204,Beethovenstraat 63 II                       , 1077 HN ,80.0,3,4450.0,55.625,52.347599,4.877301
1205,Gaasterlandstraat 248                       , 1079 RH ,65.0,2,2800.0,43.07692307692307,52.337674,4.895298
1206,Albert Cuypstraat 153 C                       , 1073 BC ,45.0,2,2800.0,62.22222222222222,52.35569,4.893565
1207,Spuistraat 201 B                       , 1012 VN ,47.0,2,2800.0,59.57446808510638,52.371754,4.8896
1208,Bonairestraat 55 H                       , 1058 XD ,51.0,3,2150.0,42.15686274509804,52.361442,4.855165
1209,Bos en Lommerplantsoen                       , 1055 AA ,27.0,1,2500.0,92.5925925925926,52.376122,4.845535
1210,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1211,Derkinderenstraat 180                       , 1061 VX ,101.0,4,2500.0,24.752475247524753,52.36782,4.840655
1212,Stadhouderskade 128 I                       , 1074 AV ,75.0,3,3050.0,40.66666666666666,52.357815,4.90001
1213,Graafschapstraat                       , 1079 PE ,55.0,2,1950.0,35.45454545454545,52.339456,4.894278
1214,Oostenburgermiddenstraat                       , 1018 LL ,61.0,2,2800.0,45.901639344262286,52.372924,4.92961
1215,Akersingel                       , 1060 NK ,87.0,4,3000.0,34.48275862068966,52.352937,4.776396
1216,Simon Stevinstraat                       , 1097 CA ,58.0,3,2500.0,43.10344827586207,52.353345,4.926324
1217,Herengracht                       , 1015 BT ,240.0,5,2500.0,10.416666666666666,52.365048,4.898317
1218,Gloriantstraat 14 3                       , 1055 CV ,70.0,4,5000.0,71.42857142857143,52.379077,4.853441
1219,Vaartstraat 34 1                       , 1075 RP ,45.0,2,2300.0,51.111111111111114,52.350549,4.855281
1220,Prinsengracht                       , 1015 DT ,130.0,3,3650.0,28.07692307692308,52.362122,4.898975
1221,Kastelenstraat                       , 1082 EE ,80.0,3,3000.0,37.5,52.326621,4.879523000000002
1222,Beethovenstraat 73 B                       , 1077 HP ,72.0,2,3000.0,41.66666666666666,52.347275,4.877231
1223,Martini van Geffenstraat 76                       , 1068 GL ,90.0,3,4000.0,44.444444444444436,52.35778,4.803008
1224,Molenpad                       , 1016 GM ,47.0,2,2500.0,53.19148936170214,52.366963,4.883444
1225,Laurierstraat 184 1                       , 1016 PS ,55.0,3,2800.0,50.90909090909091,52.37161,4.878376
1226,Kees Broekmanstraat 66                       , 1095 MS ,90.0,3,1950.0,21.66666666666667,52.37241,4.964334
1227,Cornelis Schuytstraat                       , 1071 JJ ,60.0,2,3500.0,58.33333333333334,52.354268,4.872013
1228,Rozengracht 76 I                       , 1016 NE ,190.0,5,4500.0,23.684210526315788,52.373451,4.8801760000000005
1229,Rombout Hogerbeetsstraat                       , 1052 XE ,55.0,3,3000.0,54.54545454545455,52.377606,4.873691
1230,Reggestraat                       , 1078 CZ ,56.0,3,4000.0,71.42857142857143,52.347634,4.901834
1231,Korte Meerhuizenstraat                       , 1078 TL ,69.0,2,3050.0,44.20289855072464,52.34825,4.9069150000000015
1232,Dusartstraat 6 hs                       , 1072 HR ,54.0,2,3000.0,55.55555555555557,52.352888,4.888895
1233,Rokin                       , 1012 LD ,125.0,2,4450.0,35.6,52.369731,4.892156
1234,Houthavenkade 106                       , 1014 ZB ,46.0,2,3500.0,76.08695652173913,52.394346,4.876453
1235,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1236,Simon Stevinstraat 10 1                       , 1097 BZ ,43.0,2,2350.0,54.65116279069768,52.354197,4.927909
1237,Bloys van Treslongstraat                       , 1056 WV ,52.0,3,2000.0,38.46153846153846,52.375682,4.862101999999998
1238,Osdorpplein                       , 1068 TB ,83.0,3,2500.0,30.120481927710838,52.358808,4.8031760000000014
1239,Osdorpplein                       , 1068 TB ,71.0,3,3000.0,42.25352112676056,52.358808,4.8031760000000014
1240,Groen van Prinstererstraat                       , 1051 EK ,50.0,2,2000.0,40.0,52.383304,4.8721809999999985
1241,Rozengracht 15 B                       , 1016 LP ,55.0,2,2500.0,45.45454545454545,52.373613,4.882186
1242,Admiraliteitstraat                       , 1018 KP ,56.0,2,2800.0,50.0,52.368501,4.924356
1243,Lampongstraat 18 1                       , 1094 AV ,51.0,2,2000.0,39.215686274509814,52.390447,4.9453239999999985
1244,Valeriusstraat                       , 1075 GJ ,60.0,3,3000.0,50.0,52.353222,4.865353
1245,Tweede Anjeliersdwarsstraat 22 2                       , 1015 NT ,49.0,2,3500.0,71.42857142857143,52.37748300000001,4.881525
1246,Westerstraat 248 I                       , 1015 MT ,55.0,2,2500.0,45.45454545454545,52.377999,4.880271
1247,Prinsengracht 193 3                       , 1015 DS ,140.0,3,5500.0,39.285714285714285,52.366089,4.8825379999999985
1248,IJburglaan                       , 1087 EN ,95.0,3,2500.0,26.315789473684212,52.368507,4.971287
1249,Javastraat                       , 1094 GZ ,65.0,2,2800.0,43.07692307692307,52.363438,4.94246
1250,Eef Kamerbeekstraat 520                       , 1095 MP ,82.0,3,2500.0,30.48780487804878,52.371586,4.9673669999999985
1251,Admiraal De Ruijterweg 137 III                       , 1056 EZ ,85.0,3,4000.0,47.05882352941178,52.373555,4.858706
1252,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1253,Da Costakade                       , 1052 SJ ,60.0,2,3500.0,58.33333333333334,52.369755,4.872422
1254,Ruysdaelstraat 92 K                       , 1071 XH ,50.0,2,2800.0,56.0,52.353651,4.880711
1255,Egidiusstraat                       , 1055 GT ,73.0,3,2150.0,29.45205479452055,52.37894,4.850918
1256,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1257,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1258,Eendrachtstraat 28 II                       , 1078 XZ ,175.0,7,7000.0,40.0,52.345195,4.888937
1259,Legmeerstraat 62 2V                       , 1058 NG ,24.0,1,2500.0,104.16666666666669,52.352104,4.851211
1260,Brittenburg 17                       , 1082 BS ,69.0,3,2750.0,39.85507246376812,52.326111,4.871446
1261,Koxhorn 19 1                       , 1082 EW ,76.0,2,3000.0,39.473684210526315,52.325632,4.872903
1262,Keizersgracht                       , 1015 CW ,90.0,2,3500.0,38.888888888888886,52.364336,4.892515
1263,Gustav Mahlerlaan                       , 1082 MK ,81.0,3,5500.0,67.90123456790124,52.336678000000006,4.877193
1264,Gouwenaarssteeg 20                       , 1012 MZ ,28.0,2,2500.0,89.2857142857143,52.378551,4.894573
1265,Tweede Atjehstraat 20 I                       , 1094 LG ,63.0,3,2500.0,39.68253968253968,52.361875,4.9331239999999985
1266,Holendrechtstraat                       , 1078 TT ,40.0,1,2100.0,52.5,52.349028,4.908976999999998
1267,Andreas Bonnstraat 38 1                       , 1091 BA ,50.0,2,2500.0,50.0,52.359273,4.913881
1268,Carnapstraat                       , 1062 KT ,73.0,2,2500.0,34.246575342465746,52.354139,4.839292
1269,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1270,Bos en Lommerplein 24                       , 1055 EK ,80.0,3,2500.0,31.25,52.378346,4.8468550000000015
1271,Van Woustraat                       , 1073 LL ,82.0,2,3000.0,36.58536585365854,52.357733,4.899289
1272,Nieuwezijds Voorburgwal 169 F                       , 1012 RK ,60.0,2,2750.0,45.83333333333334,52.372113,4.891028
1273,Keizersgracht                       , 1017 DM ,112.0,2,4750.0,42.410714285714285,52.364336,4.892515
1274,Derde Helmersstraat                       , 1054 BG ,41.0,1,3000.0,73.17073170731706,52.36499600000001,4.876265
1275,Jisperveldstraat 464                       , 1024 AX ,85.0,4,2000.0,23.52941176470589,52.399817,4.951387
1276,Sloterkade 65 2                       , 1058 HH ,30.0,1,2350.0,78.33333333333333,52.354529,4.853002
1277,Erasmusgracht 19 2                       , 1056 BB ,45.0,2,3000.0,66.66666666666667,52.375093,4.846954
1278,Grimbergenstraat                       , 1066 JT ,34.0,1,2000.0,58.82352941176471,52.344357,4.8102870000000015
1279,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
1280,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
1281,Schippersgracht                       , 1011 TS ,90.0,3,3000.0,33.333333333333336,52.370736,4.912281
1282,Het Breed 515                       , 1025 HT ,95.0,3,3000.0,31.578947368421048,52.396572,4.939151
1283,Van Heenvlietlaan 186                       , 1083 CM ,113.0,4,4300.0,38.05309734513274,52.327461,4.882212
1284,Prinsengracht                       , 1016 HK ,55.0,2,4000.0,72.72727272727273,52.366089,4.8825379999999985
1285,Valkenburgerstraat                       , 1011 NC ,100.0,2,3500.0,35.0,52.369578,4.906694
1286,Wilhelminastraat                       , 1054 VZ ,50.0,2,1700.0,34.0,52.361416,4.862565
1287,Jan Olphert Vaillantlaan                       , 1086 ZA ,60.0,3,2150.0,35.833333333333336,52.362457,4.979589
1288,Lauriergracht                       , 1016 RV ,48.0,2,2500.0,52.08333333333334,52.371294,4.879935
1289,Wiborgeiland                       , 1014 ZC ,102.0,3,2950.0,28.92156862745098,52.393456,4.87726
1290,Kranenburg                       , 1083 JM ,95.0,4,2500.0,26.315789473684212,52.332447,4.881834
1291,IJdoornlaan                       , 1034 BM ,54.0,2,2300.0,42.5925925925926,52.404161,4.927333
1292,Eosstraat 416                       , 1076 DT ,91.0,3,2500.0,27.47252747252747,52.345942,4.854103
1293,Wibautstraat 66 K                       , 1091 GN ,43.0,1,2000.0,46.511627906976734,52.355974,4.910343
1294,Krooswijkhof 85                       , 1082 PB ,128.0,3,3000.0,23.4375,52.334644,4.880678
1295,Johannes Verhulststraat 62 2                       , 1071 NG ,85.0,3,4450.0,52.352941176470594,52.355126,4.874117
1296,Rijnstraat                       , 1078 RB ,75.0,3,4050.0,54.0,52.348776,4.9042010000000005
1297,Evertsweertplantsoen 38                       , 1069 RL ,70.0,2,2000.0,28.57142857142857,52.355588,4.792307
1298,Parnassusweg                       , 1076 AT ,55.0,2,2150.0,39.09090909090909,52.335035,4.868999
1299,Warmoesstraat 46 B                       , 1012 JE ,70.0,2,4200.0,60.0,52.375554,4.898314
1300,Schierstins 73                       , 1082 TD ,72.0,3,2500.0,34.72222222222222,52.333623,4.875246
1301,Spuistraat                       , 1012 VP ,65.0,3,4450.0,68.46153846153847,52.37056,4.889144
1302,Derde Helmersstraat 74 1                       , 1054 BL ,67.0,2,3000.0,44.77611940298507,52.364784,4.87518
1303,Klaas Katerstraat                       , 1069 RT ,150.0,6,4500.0,30.0,52.350321,4.796086
1304,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
1305,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1306,Ecuplein 15                       , 1060 RN ,86.0,3,2500.0,29.06976744186047,52.349234,4.7852440000000005
1307,Bloemstraat 36 E                       , 1016 LC ,45.0,2,2500.0,55.55555555555557,52.374375,4.8817949999999986
1308,Jacob Burggraafstraat 174                       , 1018 WA ,102.0,2,2150.0,21.07843137254902,52.371667,4.922986
1309,Niasstraat                       , 1095 TS ,55.0,3,2800.0,50.90909090909091,52.36502700000001,4.942769
1310,Graafschapstraat                       , 1079 PE ,55.0,2,2500.0,45.45454545454545,52.339456,4.894278
1311,Paardenstraat 2 F                       , 1017 CX ,75.0,2,1700.0,22.66666666666667,52.366586,4.8982160000000015
1312,Van der Duijnstraat                       , 1051 AT ,65.0,3,2150.0,33.07692307692308,52.384195,4.877771
1313,Recht Boomssloot 63 3                       , 1011 CV ,65.0,3,2000.0,30.76923076923077,52.372398,4.903389
1314,Hestiastraat                       , 1076 DK ,80.0,3,3050.0,38.125,52.345754,4.856197
