,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
1946,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
1947,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
1948,Commelinstraat 250                       , 1093 VD ,30.0,2,2500.0,83.33333333333333,52.363627,4.92658
1949,Quellijnstraat                       , 1072 XW ,75.0,2,6500.0,86.66666666666669,52.356738,4.891071
1950,Nieuwe Kerkstraat                       , 1018 DW ,110.0,4,5900.0,53.63636363636363,52.364747,4.908655
1951,Keizersgracht                       , 1016 EJ ,100.0,3,6000.0,60.0,52.364336,4.892515
1952,Berenstraat                       , 1016 GG ,95.0,4,5900.0,62.105263157894754,52.370433,4.882517
1953,Govert Flinckstraat                       , 1074 CC ,110.0,2,6500.0,59.09090909090909,52.355581,4.895827
1954,Rembrandtplein                       , 1017 CT ,65.0,3,2300.0,35.384615384615394,52.3663,4.896573
1955,Sophialaan                       , 1075 BL ,70.0,3,5000.0,71.42857142857143,52.35256,4.859204
1956,Eerste Lindendwarsstraat                       , 1015 LE ,95.0,3,6000.0,63.157894736842096,52.379812,4.884424
1957,Brouwersgracht                       , 1015 GB ,58.0,2,2300.0,39.6551724137931,52.38192700000001,4.885534
1958,Sassenheimstraat 73 1                       , 1059 BE ,65.0,2,2200.0,33.846153846153854,52.348604,4.846542
1959,Oudezijds Voorburgwal 302 D                       , 1012 GL ,130.0,3,4650.0,35.769230769230774,52.370353,4.894271
1960,Revaleiland 444                       , 1014 ZG ,146.0,4,4500.0,30.82191780821918,52.39411,4.881776
1961,Nieuwe Herengracht                       , 1011 RM ,92.0,3,2950.0,32.06521739130435,52.365993,4.903332
1962,Carnapstraat                       , 1062 KT ,92.0,3,3000.0,32.608695652173914,52.354139,4.839292
1963,Utrechtsedwarsstraat                       , 1017 WK ,102.0,3,4500.0,44.11764705882353,52.361512,4.899352
1964,Kea Boumanstraat 42 A                       , 1095 MA ,90.0,3,2500.0,27.777777777777786,52.374955,4.96701
1965,Lange Niezel 20 III                       , 1012 GT ,40.0,2,2500.0,62.5,52.374887,4.89878
1966,Herengracht                       , 1016 BE ,70.0,3,4500.0,64.28571428571429,52.365048,4.898317
1967,Korte Leidsedwarsstraat                       , 1017 PZ ,72.0,3,3500.0,48.611111111111114,52.363282,4.884683
1968,Gravenstraat                       , 1012 NL ,70.0,2,2000.0,28.57142857142857,52.374237,4.892394
1969,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
1970,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
1971,Gustav Mahlerlaan 274                       , 1082 ME ,150.0,3,6000.0,40.0,52.336903,4.870836
1972,Beulingstraat                       , 1017 BA ,105.0,3,3650.0,34.76190476190476,52.367978,4.88753
1973,Pesetalaan                       , 1060 SC ,35.0,1,2350.0,67.14285714285714,52.347017,4.785404
1974,Prinsengracht 358 1                       , 1016 JA ,91.0,3,5000.0,54.94505494505494,52.367888,4.882155
1975,Cruquiusweg                       , 1019 AT ,105.0,1,1500.0,14.285714285714285,52.368555,4.939277
1976,Utrechtsedwarsstraat                       , 1017 WK ,105.0,3,4500.0,42.857142857142854,52.361512,4.899352
1977,Mercatorstraat 67 HS                       , 1056 PZ ,74.0,3,3150.0,42.56756756756757,52.372204,4.850102
1978,Tweede Laurierdwarsstraat 1 B                       , 1016 RA ,55.0,2,2150.0,39.09090909090909,52.372107,4.879002
1979,Eosstraat 444                       , 1076 DT ,95.0,3,3500.0,36.8421052631579,52.345887,4.853899
1980,Nassaukade 173 H                       , 1053 LM ,85.0,3,1500.0,17.647058823529417,52.370254,4.87453
1981,Keizersgracht 489 B1                       , 1017 DM ,107.0,2,4750.0,44.39252336448598,52.365521,4.887828
1982,Lijnbaansgracht                       , 1016 KT ,49.0,2,3000.0,61.224489795918366,52.364893,4.88163
1983,Doornburg 119                       , 1081 JX ,140.0,3,4650.0,33.214285714285715,52.322382,4.861442
1984,Eosstraat                       , 1076 DT ,98.0,3,3050.0,31.12244897959184,52.346015,4.8552610000000005
1985,Kotterspad 37                       , 1081 KP ,100.0,3,4000.0,40.0,52.332244,4.856014
1986,Korte Prinsengracht                       , 1013 GS ,100.0,4,4650.0,46.5,52.382198,4.8900190000000014
1987,Tweede Van der Helststraat                       , 1073 AE ,48.0,1,2000.0,41.66666666666666,52.350407,4.894558999999999
1988,Tourniairestraat                       , 1065 KK ,19.0,1,450.0,23.684210526315788,52.355981,4.8240300000000005
1989,Frans Halsstraat 94 1                       , 1072 BX ,47.0,2,2500.0,53.19148936170214,52.355061,4.8883269999999985
1990,Gillis van Ledenberchstraat 29 1                       , 1052 TZ ,55.0,3,2500.0,45.45454545454545,52.377266,4.872730000000002
1991,Zwanenburgwal 294                       , 1011 JH ,125.0,3,2950.0,23.6,52.367775,4.898124
1992,De Boelelaan                       , 1082 RH ,85.0,3,2500.0,29.411764705882355,52.334066,4.869713
1993,Spuistraat 300                       , 1012 VX ,65.0,3,3500.0,53.84615384615386,52.369506,4.888679
1994,Nieuwezijds Voorburgwal 42 C                       , 1012 SB ,74.0,3,3150.0,42.56756756756757,52.376751,4.894
1995,Foppingadreef 26                       , 1102 CX ,16.0,1,900.0,56.25,52.3082,4.951953
1996,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
1997,Maassluisstraat                       , 1062 GS ,42.0,1,2350.0,55.95238095238096,52.349216,4.836661
1998,Groenburgwal                       , 1011 HW ,65.0,2,1700.0,26.153846153846153,52.368714,4.8979620000000015
1999,Peelstraat                       , 1079 RN ,60.0,2,2500.0,41.66666666666666,52.33906500000001,4.900357
2000,Van Boshuizenstraat                       , 1083 AW ,75.0,3,2500.0,33.333333333333336,52.324681,4.870933999999999
2001,Dam 5 T                       , 1012 JS ,138.0,3,5000.0,36.231884057971016,52.373029,4.894205
2002,Van Leijenberghlaan                       , 1082 GM ,194.0,3,7500.0,38.659793814432994,52.335008,4.878591
2003,Pieter Calandlaan 841                       , 1069 SC ,121.0,4,3150.0,26.033057851239672,52.351797,4.799931
2004,Oudezijds Voorburgwal 132 E                       , 1012 GH ,71.0,2,2500.0,35.2112676056338,52.37325300000001,4.897139
2005,Prinsengracht 299 B                       , 1016 GX ,70.0,2,3500.0,50.0,52.373492,4.883376
2006,Stadhouderskade 117 A                       , 1073 AZ ,55.0,3,3500.0,63.63636363636363,52.357534,4.898727
2007,Gravenstraat                       , 1012 NL ,70.0,2,2000.0,28.57142857142857,52.374237,4.892394
2008,Gaasterlandstraat                       , 1079 RH ,125.0,3,4750.0,38.0,52.337674,4.895298
2009,Rooseveltlaan 169 3                       , 1079 AM ,110.0,3,3650.0,33.18181818181818,52.34303,4.897737
2010,Count Basiestraat                       , 1066 GM ,60.0,2,2350.0,39.16666666666666,52.34408,4.825815
2011,Prinsengracht                       , 1016 GX ,70.0,2,3500.0,50.0,52.362122,4.898975
2012,Stadionweg                       , 1077 TE ,51.0,2,2500.0,49.01960784313725,52.345615,4.859659
2013,Westerlengte 61                       , 1034 SX ,93.0,5,2500.0,26.88172043010753,52.41092,4.9169160000000005
2014,Sarphatistraat                       , 1017 WS ,175.0,3,7000.0,40.0,52.360839,4.9067050000000005
2015,Valkenburgerstraat 127                       , 1011 MH ,70.0,3,3500.0,50.0,52.369284,4.9067120000000015
2016,Agatha Dekenstraat 48 1                       , 1053 AR ,45.0,2,2150.0,47.77777777777778,52.368496,4.867003
2017,Leliegracht 12 1                       , 1015 DE ,95.0,2,3650.0,38.42105263157895,52.375091,4.887367
2018,Rijnstraat                       , 1079 HT ,102.0,5,3500.0,34.31372549019608,52.348776,4.9042010000000005
2019,Laan van Vlaanderen                       , 1066 MT ,80.0,3,3000.0,37.5,52.346653,4.80555
2020,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
2021,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
2022,Hofgeest                       , 1102 EE ,111.0,4,2500.0,22.52252252252252,52.312494,4.958583
2023,Nieuwe Herengracht                       , 1011 RL ,58.0,2,2500.0,43.10344827586207,52.365993,4.903332
2024,Herenmarkt                       , 1013 ED ,55.0,2,3000.0,54.54545454545455,52.379952,4.891466
2025,Nieuwezijds Voorburgwal                       , 1012 SJ ,65.0,2,2300.0,35.384615384615394,52.369852,4.889543
2026,Rijnstraat 250 I                       , 1079 HW ,65.0,3,3150.0,48.46153846153846,52.341054,4.906944
2027,Rosy Wertheimstraat                       , 1082 MZ ,85.0,3,3500.0,41.1764705882353,52.336185,4.8757
2028,Droogbak                       , 1013 GG ,70.0,3,4000.0,57.14285714285714,52.380186,4.894202
2029,Amstel 192 A                       , 1017 AG ,105.0,3,5000.0,47.61904761904761,52.36649600000001,4.899856
2030,Leliegracht 12 II                       , 1015 DE ,160.0,4,4350.0,27.1875,52.375091,4.887367
2031,Nieuwezijds Voorburgwal 347 II                       , 1012 RM ,105.0,4,5500.0,52.38095238095239,52.370763,4.890588
2032,Van der Hoopstraat                       , 1051 VN ,50.0,2,3500.0,70.0,52.384355,4.8741900000000005
2033,Stadionkade 19 III                       , 1077 VK ,240.0,8,8000.0,33.333333333333336,52.344862,4.872064
2034,Leksmondhof 294                       , 1108 GB ,70.0,3,2000.0,28.57142857142857,52.30940800000001,4.98119
2035,Lauriergracht                       , 1016 RJ ,100.0,3,3650.0,36.5,52.371294,4.879935
2036,Krom Boomssloot 61                       , 1011 GS ,60.0,2,2800.0,46.66666666666666,52.371053,4.902053
2037,Prinsengracht                       , 1015 DT ,95.0,2,3500.0,36.8421052631579,52.362122,4.898975
2038,Koopvaardersplantsoen                       , 1034 KE ,130.0,4,3500.0,26.92307692307693,52.40672,4.915238
2039,Koopvaardersplantsoen                       , 1034 KE ,110.0,4,4000.0,36.36363636363637,52.40672,4.915238
2040,Bolestein                       , 1081 EM ,90.0,3,2150.0,23.88888888888889,52.324358,4.858534
2041,Gustav Mahlerlaan 242                       , 1082 ME ,144.0,3,4700.0,32.638888888888886,52.336903,4.870939
2042,Kerkstraat                       , 1017 HW ,80.0,3,2500.0,31.25,52.362923,4.898906
2043,Tweede Hugo de Grootstraat 45 T                       , 1052 LB ,71.0,2,2500.0,35.2112676056338,52.375098,4.870304
2044,Westhavenweg                       , 1042 AL ,110.0,5,5500.0,50.0,52.401718,4.84505
2045,Duivendrechtsekade                       , 1096 AH ,19.0,1,700.0,36.8421052631579,52.338205,4.932423
2046,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
2047,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
2048,Rustenburgerstraat 146 A20                       , 1073 GJ ,55.0,3,2500.0,45.45454545454545,52.35282,4.900169
2049,Amstelveld 3                       , 1017 JD ,130.0,3,6200.0,47.69230769230769,52.36261500000001,4.898093
2050,Heathrowstraat                       , 1043 CE ,21.0,1,890.0,42.38095238095238,52.385764,4.832571
2051,Dufaystraat                       , 1075 GS ,74.0,2,4450.0,60.135135135135144,52.353668,4.868027
2052,Lauriergracht                       , 1016 RV ,37.0,2,2500.0,67.56756756756756,52.371294,4.879935
2053,Amstelveenseweg                       , 1075 XL ,70.0,3,3500.0,50.0,52.350707,4.8568419999999985
2054,Koningslaan 24 B                       , 1075 AD ,95.0,3,9000.0,94.73684210526315,52.355139,4.864694
2055,Leidsegracht 94 A bel                       , 1016 CS ,85.0,4,5000.0,58.82352941176471,52.365834,4.881246
2056,Van Baerlestraat                       , 1071 AS ,80.0,3,3650.0,45.625,52.354889,4.880967
2057,Damrak 11 I                       , 1012 LG ,74.0,4,4350.0,58.78378378378378,52.376787,4.89754
2058,Van Leijenberghlaan                       , 1082 GM ,116.0,4,4050.0,34.913793103448285,52.335008,4.878591
2059,S. F. van Ossstraat                       , 1068 JS ,80.0,4,3500.0,43.75,52.356205,4.813625
2060,Valeriusstraat 238 bel                       , 1075 GL ,62.0,2,2800.0,45.161290322580655,52.352018,4.8602940000000014
2061,Warmoesstraat                       , 1012 HX ,75.0,2,3000.0,40.0,52.374573,4.897027
2062,Ceintuurbaan 424 1                       , 1074 EB ,93.0,3,4500.0,48.38709677419354,52.354975,4.902330999999998
2063,Prinsengracht                       , 1017 JL ,90.0,3,4200.0,46.66666666666666,52.362122,4.898975
2064,Deymanstraat 44                       , 1091 SE ,46.0,2,2500.0,54.34782608695652,52.357652,4.908629
2065,Aalsmeerplein 5 2                       , 1059 AS ,59.0,2,3000.0,50.847457627118644,52.347301,4.846588
2066,Jan de Louterstraat                       , 1063 KX ,111.0,3,3000.0,27.02702702702703,52.381324,4.816886
2067,De Klencke                       , 1083 HH ,55.0,2,2500.0,45.45454545454545,52.333606,4.886865
2068,Nieuwe Oostenburgerstraat 2 A                       , 1018 MG ,51.0,3,3000.0,58.82352941176471,52.370348,4.923568
2069,Groen van Prinstererstraat 83 1                       , 1051 EL ,40.0,2,2300.0,57.5,52.382048,4.872939
2070,Omval 305                       , 1096 HR ,87.0,3,2500.0,28.735632183908052,52.344147,4.916024
2071,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
2072,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
2073,Anjeliersstraat 82 D                       , 1015 NJ ,55.0,2,3000.0,54.54545454545455,52.377832,4.883195
2074,Joan Melchior Kemperstraat 70                       , 1051 TT ,58.0,3,2500.0,43.10344827586207,52.38499,4.873596
2075,Haarlemmerweg 277                       , 1051 NW ,100.0,5,5000.0,50.0,52.38512100000001,4.868585
2076,Pierre Lallementstraat 830                       , 1097 JR ,59.0,3,2500.0,42.3728813559322,52.349213,4.922776
2077,Eerste Oosterparkstraat 11 I                       , 1091 GT ,80.0,3,4450.0,55.625,52.355825,4.908142
2078,Gaasterlandstraat 210                       , 1079 RH ,65.0,2,2350.0,36.153846153846146,52.337834,4.895596
2079,Van Middellandtstraat                       , 1057 AP ,90.0,4,3000.0,33.333333333333336,52.365351,4.850889
2080,Albert Cuypstraat                       , 1073 BD ,55.0,2,1700.0,30.90909090909091,52.354637,4.886776
2081,Govert Flinckstraat 52 4                       , 1072 EJ ,50.0,2,2300.0,46.0,52.354015,4.887531
2082,Westzaanstraat 19 1                       , 1013 NC ,51.0,3,2500.0,49.01960784313725,52.387337,4.882264
2083,De Wittenkade 172 1                       , 1051 AP ,49.0,3,2500.0,51.02040816326532,52.381558,4.873958
2084,Jasper Leijnsenstraat 15 1                       , 1056 XV ,51.0,3,2000.0,39.215686274509814,52.376536,4.861974
2085,Koggestraat                       , 1012 TA ,89.0,3,2500.0,28.089887640449447,52.377485,4.893503
2086,Uithoornstraat                       , 1078 ST ,56.0,3,3000.0,53.57142857142857,52.347283,4.9069910000000005
2087,Beethovenstraat                       , 1077 JA ,104.0,4,3150.0,30.288461538461537,52.343825,4.877039
2088,Bosboom Toussaintstraat                       , 1054 AN ,125.0,4,2950.0,23.6,52.365548,4.87606
2089,Lord Kelvinstraat                       , 1098 SG ,70.0,3,2200.0,31.42857142857143,52.350681,4.942178
2090,Frans Halsstraat 87 C                       , 1072 BP ,70.0,3,3000.0,42.857142857142854,52.354986,4.888597
2091,Gerard Brandtstraat 1 A                       , 1054 JH ,54.0,3,3000.0,55.55555555555557,52.360196,4.868172
2092,Bilderdijkstraat                       , 1053 KS ,62.0,2,2500.0,40.32258064516129,52.37083,4.869921
2093,Eerste Helmersstraat 205 F                       , 1054 DV ,82.0,4,3650.0,44.512195121951216,52.361425,4.867673
2094,Jan Willem Brouwersstraat                       , 1071 LJ ,125.0,6,3500.0,28.0,52.356311,4.877838
2095,Pieter Vlamingstraat                       , 1093 DL ,47.0,2,2000.0,42.5531914893617,52.364881,4.9261300000000015
2096,Eerste Jan Steenstraat 90 3                       , 1072 NP ,71.0,3,3000.0,42.25352112676056,52.354049,4.891303
2097,Newtonstraat 73 II                       , 1098 HA ,60.0,3,3000.0,50.0,52.356277,4.936079
2098,Rhijnvis Feithstraat 31 H                       , 1054 TV ,108.0,4,3650.0,33.7962962962963,52.360087,4.859776
2099,Kastanjeplein 13 2                       , 1092 CH ,51.0,2,2350.0,46.07843137254902,52.358667,4.924208
2100,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
2101,Rustenburgerstraat 126 H                       , 1073 GH ,45.0,2,2800.0,62.22222222222222,52.35304,4.901633
2102,Nieuwe Oostenburgerstraat 2 B                       , 1018 MG ,51.0,3,2500.0,49.01960784313725,52.370348,4.923568
2103,Javastraat 97 III                       , 1094 HC ,62.0,3,2500.0,40.32258064516129,52.36388,4.935987
2104,Bolestein 678                       , 1081 EM ,93.0,4,4000.0,43.01075268817203,52.324372,4.858176
2105,Biesboschstraat 9 3                       , 1078 MK ,120.0,4,5500.0,45.83333333333334,52.345282,4.899033
2106,President Kennedylaan 14 I                       , 1079 NC ,70.0,3,3000.0,42.857142857142854,52.343225,4.912571
