,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude,Status
1196,Frederik Hendrikstraat 22 3                       , 1052 HV ,110.0,3,3650.0,33.18181818181818,52.377.741,4.874.473,doubt
1197,Amstelveenseweg                       , 1081 JM ,155.0,5,4650.0,30.0,52.338.422,4.857.263,doubt
1198,Ferdinand Bolstraat                       , 1072 LC ,42.0,1,2800.0,66.66666666666667,52.351.673,4.891.393,doubt
1199,Termini                       , 1025 XM ,75.0,3,2500.0,33.333333333333336,5.240.212,4.931.695,success
1200,Papaverweg                       , 1032 KH ,48.0,2,2500.0,52.08333333333334,52.394.471,4.912.084,success
1201,Groenburgwal                       , 1011 HW ,60.0,2,4450.0,74.16666666666667,52.368.714,4.897.962,success
1202,Termini 319                       , 1025 XM ,62.0,2,2450.0,39.516129032258064,52.401.679,493.394,success
1203,Termini 303                       , 1025 XM ,62.0,2,2450.0,39.516129032258064,52.401.667,4.933.932,success
1204,Albert Neuhuysstraat                       , 1058 SE ,67.0,3,3000.0,44.77611940298507,52.355.552,485.083,success
1205,Nieuwevaartweg                       , 1019 AL ,49.0,2,2350.0,47.95918367346939,52.367.984,4.953.586,doubt
1206,Oostzaanstraat 101                       , 1013 WG ,53.0,3,3000.0,56.60377358490565,52.391.064,4.873.261,success
1207,Pieter de Hoochstraat                       , 1071 EE ,90.0,3,3500.0,38.888888888888886,52.357.393,4.885.101,doubt
1208,Spuistraat 42 2                       , 1012 TV ,36.0,2,1300.0,36.111111111111114,5.237.638,4.892.596,success
1209,Kastelenstraat 241 1                       , 1082 EG ,82.0,4,3000.0,36.58536585365854,52.325.746,4.872.213,doubt
1210,IJburglaan 767                       , 1087 CH ,85.0,3,2300.0,27.058823529411764,52.357.313,4.991.937,success
1211,Stadionkade 42 4                       , 1077 VR ,120.0,4,3650.0,30.41666666666667,5.234.449,4.869.119,doubt
1212,Foeliestraat 4 E                       , 1011 TM ,59.0,3,2350.0,39.83050847457627,52.371.074,4.909.889,success
1213,Kempenlaan                       , 1066 RA ,85.0,3,1700.0,20.0,52.346.052,4.810.536,success
1214,Marco Polostraat                       , 1056 DS ,51.0,3,3500.0,68.62745098039215,52.370.862,4.855.134,success
1215,Prinsengracht 252 I                       , 1016 HG ,50.0,2,2150.0,43.0,52.372.014,4.882.512,doubt
1216,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
1217,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
1218,Omval 88                       , 1096 HW ,110.0,3,3050.0,27.72727272727273,52.344.761,4.914.623,success
1219,Valkenburgerstraat 136 K                       , 1011 NA ,91.0,3,4150.0,45.604395604395606,52.369.588,4.906.329,doubt
1220,Valkenburgerstraat 136 E                       , 1011 NA ,91.0,3,4150.0,45.604395604395606,52.369.588,4.906.329,doubt
1221,Derde Weteringdwarsstraat 27                       , 1017 TB ,70.0,3,2500.0,35.714285714285715,52.361.055,4.890.374,success
1222,Daniël Stalpertstraat                       , 1072 XH ,73.0,4,4450.0,60.95890410958904,5.235.634,4.887.791,success
1223,Daniël Stalpertstraat                       , 1072 XH ,60.0,3,2500.0,41.66666666666666,5.235.634,4.887.791,success
1224,Matenesse-hof 26                       , 1083 JD ,95.0,3,3150.0,33.1578947368421,52.334.145,4.881.725,success
1225,Funenpark 116                       , 1018 AK ,80.0,2,3650.0,45.625,52.368.251,493.208,doubt
1226,Cornelis Schuytstraat 46 B                       , 1071 JL ,50.0,2,2000.0,40.0,52.354.184,4.871.579,success
1227,Kloveniersburgwal                       , 1011 KC ,25.0,1,2000.0,80.0,52.370.961,4.898.727,success
1228,Van Ostadestraat                       , 1073 TT ,34.0,1,2500.0,73.52941176470588,52.353.859,4.902.028,success
1229,Arent Janszoon Ernststraat 219                       , 1083 JN ,100.0,3,2800.0,28.0,52.331.818,4.881.913,success
1230,Oudezijds Voorburgwal                       , 1012 EX ,135.0,3,3650.0,27.037037037037038,52.372.452,4.896.855,success
1231,Theophile de Bockstraat 81 3                       , 1058 VA ,55.0,3,2500.0,45.45454545454545,52.354.736,4.847.099,doubt
1232,Kastelenstraat 199 2                       , 1082 EE ,75.0,4,3500.0,46.66666666666666,5.232.577,487.365,doubt
1233,Kastelenstraat 199 2                       , 1082 EE ,75.0,4,3500.0,46.66666666666666,5.232.577,487.365,doubt
1234,Govert Flinckstraat                       , 1073 BT ,31.0,1,2300.0,74.19354838709677,52.355.581,4.895.827,doubt
1235,Van Ostadestraat                       , 1072 TG ,40.0,2,2000.0,50.0,52.353.859,4.902.028,success
1236,Thorn Prikkerstraat 85                       , 1062 BS ,80.0,3,2150.0,26.875,52.362.007,4.838.352,success
1237,Albert Cuypstraat 61 2                       , 1072 CM ,50.0,3,3500.0,70.0,52.354.903,4.889.327,doubt
1238,Berenstraat 13 D                       , 1016 GG ,60.0,2,2500.0,41.66666666666666,52.370.294,4.883.721,doubt
1239,Bredeweg 2 II                       , 1098 BP ,67.0,3,3150.0,47.014925373134325,52.355.507,4.929.892,success
1240,Veerstraat 69 3                       , 1075 SP ,70.0,3,2500.0,35.714285714285715,52.350.586,4.853.563,doubt
1241,, 1015 MT ,39.0,2,3500.0,89.74358974358972,52.378.019,4.880.041,success
1242,Jan Luijkenstraat                       , 1071 CL ,39.0,2,3000.0,76.92307692307692,52.359.874,4.881.725,success
1243,Albert Cuypstraat                       , 1072 EA ,32.0,1,1700.0,53.125,52.355.899,4.895.048,success
1244,Gerard Doustraat                       , 1072 VN ,32.0,2,2000.0,62.5,52.355.304,4.889.822,success
1245,Ferdinand Bolstraat                       , 1072 LL ,38.0,2,2500.0,65.78947368421052,52.350.566,4.891.676,success
1246,Kloekhorststraat 15                       , 1104 MK ,43.0,2,2500.0,58.139534883720934,52.317.676,4.970.643,success
1247,Spaarndammerplantsoen 5                       , 1013 XP ,110.0,4,4750.0,43.18181818181818,52.389.865,4.876.477,success
1248,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382.417,4.885.611,doubt
1249,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1250,Jan van Galenstraat                       , 1056 CG ,54.0,2,2300.0,42.5925925925926,52.374.649,4.860.058,doubt
1251,Zoomstraat                       , 1078 XG ,61.0,3,2200.0,36.065573770491795,52.343.406,4.892.708,success
1252,Wedderborg                       , 1082 TB ,70.0,3,2500.0,35.714285714285715,52.333.794,487.344,success
1253,Krom Boomssloot 63 C                       , 1011 GS ,88.0,3,3150.0,35.79545454545455,52.371.026,4.901.994,doubt
1254,Akbarstraat                       , 1061 DZ ,55.0,3,2500.0,45.45454545454545,5.238.006,4.841.713,doubt
1255,Ganzenweg                       , 1021 CP ,90.0,4,2500.0,27.777777777777786,52.385.928,4.918.489,doubt
1256,Valckenierstraat 43 1                       , 1018 XE ,45.0,2,2150.0,47.77777777777778,52.362.271,4.910.473,doubt
1257,Bloemstraat 48 F                       , 1016 LD ,31.0,2,2300.0,74.19354838709677,52.374.202,4.881.254,doubt
1258,Marnixstraat 54 I L                       , 1015 VT ,31.0,2,2350.0,75.80645161290323,52.380.642,4.880.299,doubt
1259,Stadionweg 182 2                       , 1077 TC ,101.0,3,3650.0,36.13861386138614,52.346.815,4.870.574,doubt
1260,, 1019 HT ,110.0,2,2750.0,25.0,489.973,doubt,
1261,Brouwersgracht 843                       , 1015 GK ,88.0,2,2500.0,28.40909090909091,5.238.309,4.883.297,success
1262,Albert Molhof 61                       , 1031 JK ,86.0,3,3150.0,36.62790697674419,489.973,doubt,
1263,Rustenburgerstraat 125 3                       , 1073 EW ,50.0,2,2000.0,40.0,52.352.897,4.901.723,doubt
1264,Eemsstraat 74 1                       , 1079 TL ,55.0,3,2800.0,50.90909090909091,52.341.027,4.909.087,doubt
1265,Hoofdweg                       , 1056 DJ ,65.0,1,2000.0,30.76923076923077,52.370.807,4.849.992,success
1266,Nieuwendijk 96 3                       , 1012 MR ,55.0,2,2500.0,45.45454545454545,52.376.153,4.895.762,doubt
1267,De Clercqstraat                       , 1053 AG ,90.0,3,2000.0,22.222222222222214,52.371.572,4.873.344,doubt
1268,Ruiseveenpad 94                       , 1106 AN ,55.0,2,2500.0,45.45454545454545,52.297.104,4.976.142,success
1269,Da Costakade 53 I                       , 1053 WG ,66.0,3,3050.0,46.21212121212121,5.237.118,4.872.522,doubt
1270,August Allebéplein 209                       , 1062 AB ,54.0,3,2000.0,37.03703703703704,489.973,doubt,
1271,Postjeskade                       , 1058 DJ ,56.0,3,1700.0,30.357142857142854,52.363.002,4.849.986,success
1272,Faas Wilkesstraat                       , 1095 MD ,49.0,2,2000.0,40.81632653061224,5.237.289,4.968.642,doubt
1273,Bos en Lommerweg                       , 1055 EB ,35.0,2,1900.0,54.28571428571429,52.378.608,4.848.257,doubt
1274,Wilhelminastraat 195 II                       , 1054 WE ,70.0,3,4050.0,57.85714285714285,52.360.379,485.876,doubt
1275,Laurierstraat 67 B                       , 1016 PJ ,35.0,1,2500.0,71.42857142857143,52.372.006,4.880.515,doubt
1276,Lia Doranastraat 45                       , 1031 HK ,89.0,4,3500.0,39.325842696629216,52.394.021,4.899.241,success
1277,Lia Doranastraat 59                       , 1031 HK ,126.0,4,4000.0,31.74603174603175,52.394.036,4.899.204,success
1278,Jan van Duivenvoordestraat 119 6                       , 1067 MT ,96.0,4,3000.0,31.25,52.379.106,480.258,doubt
1279,Transvaalkade 37 H                       , 1092 JM ,49.0,2,2000.0,40.81632653061224,52.354.032,4.924.887,doubt
1280,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
1281,Aalsmeerweg 127 2                       , 1059 AH ,72.0,3,2800.0,38.888888888888886,52.347.277,484.719,doubt
1282,Jekerstraat 47 3                       , 1078 LX ,65.0,2,2150.0,33.07692307692308,52.345.797,4.897.545,doubt
1283,Nieuwe Oostenburgerstraat 1 D                       , 1018 MB ,118.0,5,3500.0,29.66101694915255,52.370.348,4.923.568,success
1284,Jacob van Lennepkade 187 2                       , 1054 ZN ,55.0,2,2500.0,45.45454545454545,52.362.737,4.863.503,doubt
1285,Willemsparkweg 50 1                       , 1071 HH ,75.0,3,2950.0,39.333333333333336,52.357.531,4.875.819,doubt
1286,Van Walbeeckstraat                       , 1058 CR ,64.0,2,2800.0,43.75,52.361.478,4.851.012,success
1287,Westerdok                       , 1013 BV ,80.0,2,3150.0,39.375,52.385.518,4.890.923,success
1288,Marnixstraat 216                       , 1016 TL ,49.0,2,2150.0,43.877551020408156,5.237.064,4.876.493,success
1289,Valeriusstraat 204 II                       , 1075 GJ ,70.0,2,2150.0,30.714285714285715,52.352.403,4.861.805,doubt
1290,Quellijnstraat                       , 1073 XJ ,50.0,2,2800.0,56.0,52.356.738,4.891.071,success
1291,Bilderdijkstraat 55 3                       , 1053 KL ,60.0,2,3500.0,58.33333333333334,52.370.318,4.870.653,success
1292,Derde Kostverlorenkade 5 A                       , 1054 TN ,50.0,2,2000.0,40.0,5.235.977,4.856.755,doubt
1293,Tweede Boerhaavestraat                       , 1091 AR ,65.0,3,3500.0,53.84615384615386,52.359.901,4.914.578,doubt
1294,James Wattstraat                       , 1097 DL ,48.0,2,1650.0,34.375,5.235.008,4.922.676,success
1295,Veembroederhof                       , 1019 HC ,73.0,3,3500.0,47.94520547945206,52.376.463,4.923.644,success
1296,Kabelgaststraat                       , 1033 DP ,75.0,3,2500.0,33.333333333333336,52.405.646,4.894.351,success
1297,Kerkstraat                       , 1017 GW ,135.0,4,7000.0,51.85185185185186,52.362.923,4.898.906,success
1298,Egelantiersstraat 84 1                       , 1015 PP ,95.0,3,3000.0,31.578947368421048,52.376.915,4.883.205,doubt
1299,Orteliusstraat 40 3                       , 1057 BC ,48.0,2,2500.0,52.08333333333334,52.365.784,4.851.369,doubt
1300,Nieuwe Achtergracht                       , 1018 WK ,88.0,4,5000.0,56.81818181818182,52.362.893,4.909.739,success
1301,Korte Lepelstraat                       , 1018 ZA ,46.0,2,2500.0,54.34782608695652,52.363.571,4.910.417,success
1302,Wilhelminastraat 195 2                       , 1054 WE ,51.0,3,4000.0,78.43137254901961,52.360.379,485.876,doubt
1303,Laurierstraat 74 II                       , 1016 PN ,50.0,2,2300.0,46.0,52.372.296,4.881.085,doubt
1304,Raphaëlplein 31 I                       , 1077 PX ,139.0,5,4700.0,33.81294964028777,52.400.611,4.940.271,doubt
1305,Frederiksstraat 27 B                       , 1054 LB ,81.0,4,3650.0,45.06172839506172,52.357.893,4.859.465,doubt
1306,Ben van Meerendonkstraat 18                       , 1087 LE ,95.0,4,3150.0,33.1578947368421,52.351.475,5.007.048,success
1307,Courbetstraat                       , 1077 ZP ,90.0,3,6050.0,67.22222222222223,52.345.194,4.870.155,success
1308,Milletstraat                       , 1077 ZA ,110.0,3,5000.0,45.45454545454545,52.345.977,4.869.987,success
1309,Prinsengracht 838 A                       , 1017 JM ,80.0,3,4450.0,55.625,5.236.214,49.004,doubt
1310,Gerrit van der Veenstraat                       , 1077 EE ,135.0,5,8000.0,59.25925925925926,52.348.871,4.872.462,success
1311,Nida Senffstraat                       , 1095 MX ,65.0,3,2500.0,38.46153846153846,52.372.579,4.964.555,doubt
1312,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
1313,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382.417,4.885.611,doubt
1314,Nieuwezijds Voorburgwal                       , 1012 SJ ,70.0,2,2500.0,35.714285714285715,52.369.852,4.889.543,success
1315,Keizersgracht 139 2V                       , 1015 CK ,77.0,3,3150.0,40.90909090909091,52.375.889,4.886.903,doubt
1316,Waalstraat                       , 1079 DT ,73.0,2,2500.0,34.246575342465746,52.344.337,4.900.403,doubt
1317,Van Tuyll van Serooskerkenweg                       , 1076 JT ,74.0,3,3150.0,42.56756756756757,5.234.496,4.863.698,doubt
1318,Valeriusstraat                       , 1075 GJ ,70.0,2,2150.0,30.714285714285715,52.353.222,4.865.353,success
1319,Bonaireplein                       , 1058 XB ,51.0,2,3000.0,58.82352941176471,52.361.245,4.855.679,success
1320,Aalsmeerweg 127 2                       , 1059 AH ,72.0,3,2800.0,38.888888888888886,52.347.277,484.719,doubt
1321,Wakkerstraat 3 1                       , 1097 CB ,55.0,2,2500.0,45.45454545454545,52.354.183,4.929.128,doubt
1322,Veemkade                       , 1019 HD ,100.0,4,2500.0,25.0,52.375.035,4.933.336,success
1323,Willem de Zwijgerlaan 92 III                       , 1056 JT ,55.0,3,2500.0,45.45454545454545,52.373.119,4.863.821,doubt
1324,Nieuwe Looiersstraat                       , 1017 VD ,36.0,3,2350.0,65.27777777777777,52.360.618,4.893.686,success
1325,Gerard Brandtstraat                       , 1054 JJ ,56.0,2,3500.0,62.5,5.236.118,486.767,success
1326,Prinsengracht 777 B                       , 1017 JZ ,175.0,5,8000.0,45.714285714285715,52.363.433,4.887.367,success
1327,Krom Boomssloot 59 E                       , 1011 GS ,125.0,3,6200.0,49.6,52.371.045,490.217,doubt
1328,Leiduinstraat                       , 1058 SK ,44.0,2,3000.0,68.18181818181819,489.973,doubt,
1329,Slangenburg 40                       , 1082 JW ,105.0,3,3500.0,33.333333333333336,52.330.175,487.379,doubt
1330,Recht Boomssloot 87 III                       , 1011 CX ,60.0,2,2150.0,35.833333333333336,52.372.014,4.904.039,doubt
1331,Sint Jansstraat 52 1                       , 1012 HG ,45.0,2,2300.0,51.111111111111114,52.372.756,4.896.498,doubt
1332,Kostverlorenstraat 13 1                       , 1052 GS ,48.0,3,2800.0,58.33333333333334,52.378.602,4.874.037,doubt
1333,Rupelmonde                       , 1081 GP ,73.0,3,3000.0,41.0958904109589,52.328,4.858.537,success
1334,Nicolaas Anslijnstraat 75                       , 1068 WR ,82.0,3,1950.0,23.78048780487805,52.357.661,4.808.001,success
1335,Amstel                       , 1011 PT ,69.0,3,4350.0,63.04347826086956,4.912.345,success,
1336,Keizersgracht 341 A2                       , 1016 EH ,75.0,3,4450.0,59.33333333333334,5.236.923,4.885.025,doubt
1337,Van Breestraat 78 H                       , 1071 ZS ,223.0,6,200.0,0.8968609865470852,5.158.608,5.099.711,doubt
1338,Van Helt Stocadestraat 18 1                       , 1073 JC ,68.0,3,4500.0,66.17647058823529,5.234.946,4.896.492,doubt
1339,Overtoom                       , 1054 LN ,63.0,2,3150.0,50.0,52.361.024,4.868.881,doubt
1340,Overtoom 468 I                       , 1054 JX ,70.0,3,3500.0,50.0,52.359.456,4.861.252,doubt
1341,Kinkerstraat 386 2                       , 1053 GJ ,40.0,2,2300.0,57.5,5.236.454,4.860.678,doubt
1342,Balthasar Floriszstraat                       , 1071 VD ,60.0,2,3500.0,58.33333333333334,52.353.169,4.884.748,success
1343,Van Kinsbergenstraat 17 3                       , 1057 PJ ,41.0,2,2300.0,56.09756097560975,52.368.501,4.862.084,doubt
1344,Aalsmeerweg 127 2                       , 1059 AH ,72.0,3,2800.0,38.888888888888886,52.347.277,484.719,doubt
1345,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
1346,Nieuw Herlaer                       , 1083 BB ,125.0,4,4450.0,35.6,52.325.971,4.889.891,success
1347,Maassluisstraat                       , 1062 GS ,40.0,1,2300.0,57.5,52.349.216,4.836.661,doubt
1348,Kerkstraat                       , 1017 GM ,70.0,2,2500.0,35.714285714285715,52.362.923,4.898.906,success
1349,Overhoeksparklaan 234                       , 1031 KC ,98.0,3,3500.0,35.714285714285715,52.387.103,4.899.951,success
1350,Raamgracht 27 hs                       , 1011 KJ ,71.0,3,4500.0,63.38028169014085,52.369.838,4.899.482,doubt
1351,Reinier Claeszenstraat                       , 1056 WR ,54.0,3,2800.0,51.85185185185186,52.373.041,4.862.157,success
1352,Schippersstraat                       , 1011 AZ ,50.0,3,2150.0,43.0,5.237.339,4.905.626,doubt
1353,Hobbemakade 29 3                       , 1071 XK ,82.0,2,3500.0,42.68292682926829,52.356.966,4.886.045,doubt
1354,Termini 299                       , 1025 XM ,74.0,3,2350.0,31.756756756756765,52.401.666,4.933.931,success
1355,Legmeerstraat 87 I                       , 1058 NC ,49.0,2,2500.0,51.02040816326532,52.351.562,4.850.719,doubt
1356,Lekstraat                       , 1079 GA ,100.0,4,2000.0,20.0,52.344.898,4.904.948,doubt
1357,, 1013 GX ,59.0,2,2200.0,37.288135593220346,489.973,doubt,
1358,Tweede Egelantiersdwarsstraat                       , 1015 SC ,30.0,2,2350.0,78.33333333333333,52.376.547,4.882.213,doubt
1359,Gerard Brandtstraat                       , 1054 JJ ,56.0,2,3500.0,62.5,5.236.118,486.767,success
1360,Memeleiland                       , 1014 ZL ,88.0,3,4450.0,50.56818181818182,52.392.294,4.880.793,doubt
1361,Keizersgracht 492 B                       , 1017 EH ,110.0,3,5100.0,46.36363636363637,52.366.106,4.885.569,success
1362,Postjesweg 441                       , 1062 JV ,80.0,4,2800.0,35.0,52.363.699,4.835.744,success
1363,Westerkade                       , 1015 XD ,30.0,2,2500.0,83.33333333333333,52.375.877,487.786,success
1364,Amstelkade                       , 1078 AC ,61.0,3,3500.0,57.377049180327866,52.347.956,4.897.793,success
1365,Nassaukade 118 2                       , 1052 EB ,82.0,3,2500.0,30.48780487804878,52.374.507,4.874.906,doubt
1366,IJdoornlaan 251 A1                       , 1024 KM ,120.0,3,2000.0,16.666666666666668,52.392.735,4.956.114,doubt
1367,Reguliersgracht 46 H                       , 1017 LS ,72.0,3,3050.0,42.361111111111114,52.362.974,4.895.637,doubt
1368,Van Oldenbarneveldtstraat 41 3                       , 1052 JS ,62.0,3,3500.0,56.45161290322582,52.376.123,4.875.206,doubt
1369,Bos en Lommerplantsoen                       , 1055 AA ,29.0,1,1550.0,53.44827586206897,52.376.122,4.845.535,success
1370,Van Tuyll van Serooskerkenplein 43 hs                       , 1076 LZ ,65.0,3,3600.0,55.384615384615394,52.344.615,4.864.979,doubt
1371,Doggersbankstraat 26 I                       , 1055 PA ,50.0,3,2500.0,50.0,52.384.521,4.850.849,doubt
1372,Korte Schimmelstraat 5                       , 1053 SZ ,80.0,3,3150.0,39.375,52.368.335,486.517,success
1373,Groenburgwal 47 3                       , 1011 HS ,40.0,2,2200.0,55.0,52.368.539,4.898.204,doubt
1374,Van Ostadestraat 29 II                       , 1072 SM ,36.0,2,2500.0,69.44444444444444,52.353.338,4.899.707,doubt
1375,Spaklerweg 14 E15                       , 1096 BA ,32.0,1,1750.0,54.6875,52.339.862,4.919.816,doubt
1376,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
1377,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1378,Korsjespoortsteeg 18 1                       , 1015 AR ,85.0,2,2950.0,34.70588235294117,52.377.443,4.891.159,success
1379,Mercuriusplein 1 B                       , 1033 AZ ,110.0,4,4000.0,36.36363636363637,52.414.271,4.883.971,doubt
1380,Admiraal De Ruijterweg                       , 1055 MJ ,140.0,4,3150.0,22.5,52.373.458,4.858.842,doubt
1381,Nieuwe Prinsengracht                       , 1018 VR ,70.0,3,3500.0,50.0,52.363.535,4.905.843,success
1382,Legmeerplein                       , 1058 NL ,60.0,2,2000.0,33.333333333333336,52.353.083,4.851.792,success
1383,Haarlemmermeerstraat                       , 1058 KK ,64.0,3,3000.0,46.875,52.357.052,4.850.304,success
1384,Emmy Andriessestraat                       , 1087 NE ,126.0,4,2100.0,16.666666666666668,52.346.995,5.009.678,doubt
1385,Vijzelstraat 83 1                       , 1017 HG ,43.0,1,2500.0,58.139534883720934,52.363.536,4.892.431,doubt
1386,Ferguutstraat                       , 1055 SV ,53.0,3,1950.0,36.79245283018868,52.377.512,4.854.995,success
1387,Simon Stevinstraat 3 1                       , 1097 BW ,58.0,3,3000.0,51.72413793103448,52.352.975,4.925.852,doubt
1388,Kinkerstraat                       , 1053 DG ,32.0,1,1300.0,40.625,52.367.586,4.873.204,success
1389,, 1052 SH ,33.0,2,2500.0,75.75757575757575,489.973,doubt,
1390,Faas Wilkesstraat                       , 1095 MD ,49.0,2,2000.0,40.81632653061224,5.237.289,4.968.642,doubt
1391,, 1081 KB ,124.0,5,4000.0,32.25806451612903,489.973,doubt,
1392,Javastraat 39 I                       , 1094 GZ ,60.0,3,3000.0,50.0,52.363.771,4.933.127,doubt
1393,Achtergracht 11 II                       , 1017 WL ,55.0,1,2500.0,45.45454545454545,52.361.441,4.901.116,doubt
1394,Hoofdweg 423 hs                       , 1056 CV ,106.0,4,3500.0,33.0188679245283,523.734,4.848.237,doubt
1395,Lange Niezel                       , 1012 GS ,47.0,3,2000.0,42.5531914893617,52.375.009,4.898.612,success
1396,Govert Flinckstraat 104 A                       , 1072 EL ,45.0,2,2150.0,47.77777777777778,52.354.312,4.889.686,doubt
1397,Hugo de Grootkade 4 1                       , 1052 LP ,52.0,2,2000.0,38.46153846153846,52.373.049,4.872.295,doubt
1398,Lavaspad                       , 1032 VB ,70.0,3,3500.0,50.0,52.400.295,4.913.499,success
1399,, 1059 EB ,67.0,2,2150.0,32.089552238805965,489.973,doubt,
1400,Marnixstraat 285 F                       , 1015 WL ,99.0,4,3650.0,36.868686868686865,52.374.479,4.876.789,doubt
1401,Loosduinenstraat                       , 1062 EG ,105.0,3,2500.0,23.809523809523807,52.351.196,4.838.119,doubt
1402,Pieter Baststraat                       , 1071 TV ,73.0,3,2500.0,34.246575342465746,52.353.263,4.884.746,success
1403,Agamemnonstraat                       , 1076 LT ,50.0,3,2500.0,50.0,52.344.637,486.363,doubt
1404,Anna Blamansingel                       , 1102 ST ,102.0,3,2000.0,19.607843137254907,52.316.425,4.947.121,success
1405,Fokkezeil                       , 1034 MV ,71.0,3,1700.0,23.943661971830984,52.410.461,4.924.676,success
1406,Kleiburg                       , 1104 EA ,70.0,3,1500.0,21.428571428571427,52.318.351,4.980.421,success
1407,Lekstraat                       , 1079 GA ,90.0,2,1700.0,18.88888888888889,52.344.898,4.904.948,doubt
1408,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
1409,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1410,Cornelis Schuytstraat                       , 1071 JH ,125.0,4,6000.0,48.0,52.355.986,4.870.551,success
1411,Utrechtsedwarsstraat                       , 1017 WK ,101.0,3,4500.0,44.55445544554457,52.361.512,4.899.352,success
1412,Boeninlaan                       , 1102 TJ ,75.0,3,2150.0,28.66666666666667,523.216,4.941.808,success
1413,Doddendaal 197                       , 1082 XT ,61.0,3,3150.0,51.639344262295076,52.330.967,4.874.206,success
1414,Elckerlijcstraat 26 2                       , 1055 AN ,55.0,3,2000.0,36.36363636363637,52.376.725,4.848.153,doubt
1415,Govert Flinckstraat                       , 1074 CC ,110.0,3,6000.0,54.54545454545455,52.355.581,4.895.827,success
1416,Narva-eiland 160                       , 1014 ZJ ,61.0,2,3000.0,49.18032786885247,52.393.085,4.880.948,doubt
1417,Barcelonaplein 152                       , 1019 LZ ,56.0,2,3500.0,62.5,52.376.629,4.944.272,success
1418,Vierwindendwarsstraat                       , 1013 LB ,77.0,3,6000.0,77.92207792207792,52.387.083,4.887.234,success
1419,Nassaukade                       , 1052 CS ,80.0,3,6000.0,75.0,52.379.572,4.878.407,success
1420,Voorburgstraat 203                       , 1062 JB ,74.0,3,1800.0,24.324324324324326,51.933.146,4.469.356,success
1421,Binnen Brouwersstraat                       , 1013 EE ,52.0,3,3000.0,57.69230769230769,52.380.011,4.890.532,success
1422,Jesse Owenshof                       , 1034 WT ,90.0,3,2500.0,27.777777777777786,52.403.798,4.919.943,success
1423,Narva-eiland                       , 1014 ZJ ,153.0,6,4500.0,29.411764705882355,52.393.085,4.880.948,doubt
1424,Ohmstraat 10 3                       , 1098 ST ,73.0,2,2150.0,29.45205479452055,52.377.124,489.432,doubt
1425,Minervaplein                       , 1077 TK ,115.0,4,5500.0,47.82608695652174,52.346.421,4.872.554,success
1426,Bilderdijkstraat                       , 1053 KM ,69.0,3,3150.0,45.65217391304348,5.237.083,4.869.921,success
1427,Marnixstraat 224 B                       , 1016 TL ,65.0,3,3000.0,46.153846153846146,52.371.109,4.876.166,success
1428,Overschiestraat 170 C5                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348.849,4.839.201,success
1429,Voorburgstraat 205                       , 1062 JB ,74.0,3,1800.0,24.324324324324326,51.933.018,4.469.464,success
1430,Overschiestraat 170 C4                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348.849,4.839.201,success
1431,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
1432,Olympiaweg 68 III                       , 1076 XC ,42.0,2,3500.0,83.33333333333333,52.347.546,4.861.085,doubt
1433,Anna Blamansingel                       , 1102 SX ,106.0,4,2500.0,23.58490566037736,52.316.425,4.947.121,success
1434,Mensinge                       , 1083 HG ,110.0,2,5000.0,45.45454545454545,52.332.587,4.887.794,success
1435,IJdoornlaan 251 D1                       , 1024 KM ,85.0,3,2050.0,24.117647058823533,52.392.735,4.956.114,doubt
1436,Ceintuurbaan                       , 1073 EJ ,166.0,4,7000.0,42.16867469879518,52.354.812,4.901.037,doubt
1437,Het Breed 747                       , 1025 JB ,64.0,2,2350.0,36.71875,52.397.852,4.935.626,success
1438,Eerste Jan Steenstraat                       , 1072 NR ,70.0,2,2500.0,35.714285714285715,52.353.513,4.887.904,doubt
1439,Willemsparkweg                       , 1071 HB ,75.0,2,3500.0,46.66666666666666,52.355.616,486.932,success
