,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude,Status
1440,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1441,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
1442,Onstein                       , 1082 KM ,80.0,2,1700.0,21.25,52.330.376,486.976,success
1443,Willem de Zwijgerlaan                       , 1055 RD ,35.0,1,2500.0,71.42857142857143,52.371.166,4.863.198,doubt
1444,Overtoom                       , 1054 LK ,120.0,3,2950.0,24.58333333333333,52.361.024,4.868.881,doubt
1445,Fokke Simonszstraat                       , 1017 TE ,73.0,2,3650.0,50.0,52.360.304,4.893.629,success
1446,Rhijnvis Feithstraat                       , 1054 TZ ,60.0,3,3500.0,58.33333333333334,52.360.008,4.859.658,doubt
1447,Valeriusplein                       , 1075 BG ,80.0,3,3150.0,39.375,52.352.601,4.864.325,doubt
1448,Nieuwe Kerkstraat 115 III                       , 1018 VJ ,65.0,2,2300.0,35.384615384615394,52.364.595,4.907.394,doubt
1449,Stadhouderskade 88 F                       , 1073 AV ,32.0,2,2500.0,78.125,52.370.497,491.106,doubt
1450,Stadionkade 27 II+IV                       , 1077 VM ,160.0,8,4500.0,28.125,52.344.694,4.870.584,doubt
1451,Maarten Harpertszoon Trompstraat 12 H                       , 1056 HZ ,120.0,4,4450.0,37.083333333333336,52.372.357,4.860.174,doubt
1452,, 1066 JZ ,110.0,5,4450.0,40.45454545454545,489.973,doubt,
1453,Bilderdijkkade 38 AH                       , 1053 VE ,64.0,3,3000.0,46.875,52.369.267,4.868.653,doubt
1454,Oudezijds Voorburgwal                       , 1012 GJ ,61.0,2,3500.0,57.377049180327866,52.372.452,4.896.855,success
1455,Nassaukade 56 1                       , 1052 CN ,74.0,2,3000.0,40.54054054054054,52.381.121,4.878.957,doubt
1456,Shackletonstraat 26 3                       , 1056 RM ,54.0,3,2150.0,39.81481481481481,52.372.731,4.851.373,doubt
1457,Keizersgracht 153 I                       , 1015 CL ,80.0,2,3650.0,45.625,52.363.101,498.133,doubt
1458,Galjootstraat 128                       , 1086 VE ,82.0,3,1700.0,20.73170731707317,52.363.619,4.988.947,success
1459,Willem de Zwijgerlaan 42 II                       , 1056 JS ,56.0,3,2150.0,38.392857142857146,52.371.592,4.863.971,doubt
1460,Reguliersdwarsstraat                       , 1017 BK ,70.0,3,3000.0,42.857142857142854,52.365.895,4.894.535,success
1461,Tweede Tuindwarsstraat                       , 1015 RZ ,45.0,2,2500.0,55.55555555555557,52.377.199,4.881.825,success
1462,Kinkerstraat                       , 1053 EN ,45.0,2,2000.0,44.444444444444436,52.367.586,4.873.204,doubt
1463,Haarlemmerstraat                       , 1013 EV ,45.0,2,1950.0,43.33333333333334,52.380.313,4.891.784,success
1464,Bernissestraat                       , 1079 ZW ,75.0,2,4450.0,59.33333333333334,52.341.842,4.898.516,success
1465,Elzenhagensingel 469                       , 1022 LA ,90.0,3,2000.0,22.222222222222214,5.240.218,4.930.632,doubt
1466,Vossiusstraat                       , 1071 AC ,75.0,2,2500.0,33.333333333333336,52.360.596,4.879.138,success
1467,Panamalaan 162                       , 1019 AZ ,147.0,4,4500.0,30.612244897959183,52.370.418,4.934.657,doubt
1468,Baden Powellweg                       , 1069 KW ,97.0,5,4200.0,43.298969072164965,52.348.469,4.795.243,doubt
1469,Gebed Zonder End 17 A                       , 1012 HS ,40.0,2,2500.0,62.5,52.369.464,4.893.701,doubt
1470,Jephtastraat 53 4                       , 1055 JS ,88.0,4,3050.0,34.65909090909091,52.380.982,4.845.413,doubt
1471,Admiraal De Ruijterweg                       , 1056 GP ,60.0,2,2700.0,45.0,52.370.289,4.864.089,doubt
1472,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
1473,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1474,Sint Willibrordusstraat                       , 1074 XL ,50.0,2,2800.0,56.0,52.354.517,4.902.527,success
1475,Van Boshuizenstraat                       , 1083 AT ,75.0,3,3000.0,40.0,52.324.681,4.870.934,doubt
1476,Frans van Mierisstraat 24 2                       , 1071 RT ,60.0,2,3500.0,58.33333333333334,52.354.786,4.882.899,doubt
1477,Vechtstraat                       , 1079 JW ,45.0,3,2300.0,51.111111111111114,52.344.608,4.906.866,success
1478,Rapenburg                       , 1011 TX ,50.0,1,2300.0,46.0,52.371.419,4.908.303,success
1479,Bos en Lommerplein 38                       , 1055 EK ,90.0,3,2500.0,27.777777777777786,52.378.337,4.846.841,success
1480,Surinameplein 24 1                       , 1058 GP ,70.0,3,2000.0,28.57142857142857,52.359.026,4.853.726,doubt
1481,Fagelstraat                       , 1052 GC ,45.0,2,2000.0,44.444444444444436,52.380.299,4.876.553,success
1482,Amstelveenseweg                       , 1075 VT ,80.0,3,4500.0,56.25,52.350.707,4.856.842,success
1483,Prinsengracht                       , 1015 DT ,70.0,2,5000.0,71.42857142857143,52.362.122,4.898.975,success
1484,Termini 347                       , 1025 XM ,76.0,3,2000.0,26.315789473684212,52.401.702,4.933.954,success
1485,Prinsengracht                       , 1015 DS ,75.0,3,4050.0,54.0,52.366.089,4.882.538,success
1486,Prinsengracht                       , 1015 DS ,90.0,3,4050.0,45.0,52.366.089,4.882.538,success
1487,Brouwersgracht 60 3                       , 1013 GX ,118.0,3,3050.0,25.847457627118644,52.379.424,4.892.033,doubt
1488,Vierwindenstraat                       , 1013 LB ,105.0,3,4500.0,42.857142857142854,52.387.686,4.887.494,success
1489,Brouwersgracht                       , 1013 GW ,49.0,2,3000.0,61.224489795918366,52.381.927,4.885.534,success
1490,Prins Hendrikkade                       , 1011 TC ,17.0,2,1850.0,108.82352941176471,52.378.884,4.895.995,doubt
1491,Ekingenstraat                       , 1069 GV ,82.0,4,3000.0,36.58536585365854,52.355.441,4.797.782,success
1492,Bloemgracht                       , 1016 KL ,75.0,3,5000.0,66.66666666666667,52.374.453,4.880.113,doubt
1493,, 1107 BN ,100.0,4,4500.0,45.0,489.973,doubt,
1494,Burgemeester Hogguerstraat 1169                       , 1064 EK ,88.0,5,5500.0,62.5,52.373.118,4.828.108,success
1495,Frieslandstraat 61                       , 1082 TL ,75.0,3,3500.0,46.66666666666666,52.333.419,4.878.022,success
1496,Geldersekade 119 III                       , 1011 EN ,100.0,2,4000.0,40.0,52.372.937,490.121,doubt
1497,Pieter Cornelisz. Hooftstraat 122 I                       , 1071 CD ,45.0,2,2300.0,51.111111111111114,52.359.856,487.879,doubt
1498,, 1075 AR ,249.0,7,1350.0,5.421686746987952,52.314.753,4.943.177,doubt
1499,, 1060 ML ,14.0,6,850.0,60.714285714285715,489.973,doubt,
1500,C. van Eesterenlaan                       , 1019 KE ,110.0,3,3250.0,29.54545454545455,52.373.934,4.937.702,doubt
1501,Winterjanpad                       , 1036 KN ,69.0,3,1700.0,24.63768115942029,52.410.644,4.902.682,success
1502,Lia Doranastraat                       , 1031 HK ,86.0,3,3000.0,34.883720930232556,5.239.386,4.899.778,doubt
1503,Langswater 826                       , 1069 EH ,70.0,3,3000.0,42.857142857142854,52.359.045,4.787.959,success
1504,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
1505,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
1506,Rustenburgerstraat 138 A hs                       , 1073 GJ ,55.0,2,3000.0,54.54545454545455,52.352.939,4.900.974,doubt
1507,Staringstraat 9 C                       , 1054 VM ,80.0,3,4000.0,50.0,5.236.213,4.862.409,success
1508,Lijnbaansgracht 339 2                       , 1017 XA ,75.0,3,3150.0,42.0,52.360.096,4.893.071,doubt
1509,Beemsterstraat 546 C10                       , 1024 BV ,74.0,3,2500.0,33.78378378378378,52.396.401,4.951.185,doubt
1510,Overschiestraat 170 B31                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,doubt
1511,Overschiestraat 170 B26                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348.849,4.839.201,doubt
1512,Overschiestraat 170 B33                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,doubt
1513,Overschiestraat 170 B28                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,doubt
1514,Ceintuurbaan 177 bv                       , 1073 EJ ,166.0,4,7000.0,42.16867469879518,52.354.661,4.900.162,doubt
1515,Rosy Wertheimstraat 3                       , 1082 MZ ,45.0,1,2350.0,52.22222222222222,52.336.079,4.876.628,success
1516,Vondelstraat                       , 1054 GW ,65.0,2,3150.0,48.46153846153846,523.622,4.877.062,success
1517,Kinkerstraat 296 II                       , 1053 GC ,45.0,2,2500.0,55.55555555555557,52.365.219,4.863.797,doubt
1518,Keizersgracht 376 2-A                       , 1016 GA ,50.0,1,2500.0,50.0,52.369.541,4.884.185,doubt
1519,Saenredamstraat 10 3                       , 1072 CG ,80.0,3,4500.0,56.25,52.355.697,4.887.733,doubt
1520,, 1102 AZ ,130.0,5,2950.0,22.69230769230769,489.973,doubt,
1521,, 1016 EJ ,314.0,1,9500.0,30.254777070063696,489.973,doubt,
1522,Ardennenlaan                       , 1066 SE ,100.0,3,2600.0,26.0,52.346.225,4.813.926,success
1523,Liendenhof 135                       , 1108 HH ,85.0,3,2350.0,27.64705882352941,52.307.908,4.984.048,success
1524,Reitzstraat 115                       , 1091 ZB ,45.0,2,2300.0,51.111111111111114,52.354.022,4.917.857,doubt
1525,Reestraat 11 1                       , 1016 DM ,30.0,2,2000.0,66.66666666666667,52.372.309,4.884.095,success
1526,Sneeuwbalstraat                       , 1032 GX ,85.0,4,2600.0,30.588235294117645,52.396.307,4.914.018,success
1527,Joris Ivensplein 94                       , 1087 BP ,136.0,4,4300.0,31.617647058823533,52.358.442,4.991.017,success
1528,Joris Ivensplein 22                       , 1087 BP ,125.0,4,4050.0,32.4,52.359.103,4.989.896,success
1529,Elpermeer                       , 1025 AN ,85.0,3,2800.0,32.94117647058823,52.401.723,4.946.547,success
1530,Beethovenstraat 63 II                       , 1077 HN ,80.0,3,4450.0,55.625,52.347.599,4.877.301,success
1531,Gaasterlandstraat 248                       , 1079 RH ,65.0,2,2800.0,43.07692307692307,52.337.674,4.895.298,success
1532,Albert Cuypstraat 153 C                       , 1073 BC ,45.0,2,2800.0,62.22222222222222,5.235.569,4.893.565,doubt
1533,Spuistraat 201 B                       , 1012 VN ,47.0,2,2800.0,59.57446808510638,52.371.754,48.896,success
1534,Bonairestraat 55 H                       , 1058 XD ,51.0,3,2150.0,42.15686274509804,52.361.442,4.855.165,doubt
1535,Bos en Lommerplantsoen                       , 1055 AA ,27.0,1,2500.0,92.5925925925926,52.376.122,4.845.535,success
1536,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
1537,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
1538,Derkinderenstraat 180                       , 1061 VX ,101.0,4,2500.0,24.752475247524753,5.236.782,4.840.655,success
1539,Stadhouderskade 128 I                       , 1074 AV ,75.0,3,3050.0,40.66666666666666,52.357.815,490.001,success
1540,Graafschapstraat                       , 1079 PE ,55.0,2,1950.0,35.45454545454545,52.339.456,4.894.278,success
1541,Oostenburgermiddenstraat                       , 1018 LL ,61.0,2,2800.0,45.901639344262286,52.372.924,492.961,success
1542,Willem Parelstraat                       , 1018 KZ ,74.0,3,3000.0,40.54054054054054,489.973,doubt,
1543,Willem Parelstraat                       , 1018 KZ ,40.0,1,2500.0,62.5,489.973,doubt,
1544,Hunzestraat                       , 1079 VR ,70.0,3,3500.0,50.0,52.342.591,4.904.892,success
1545,, 1017 KN ,70.0,2,3150.0,45.0,489.973,doubt,
1546,Akersingel                       , 1060 NK ,87.0,4,3000.0,34.48275862068966,52.352.937,4.776.396,success
1547,Simon Stevinstraat                       , 1097 CA ,58.0,3,2500.0,43.10344827586207,52.353.345,4.926.324,doubt
1548,Herengracht                       , 1015 BT ,240.0,5,2500.0,10.416666666666666,52.365.048,4.898.317,doubt
1549,Gloriantstraat 14 3                       , 1055 CV ,70.0,4,5000.0,71.42857142857143,52.379.077,4.853.441,doubt
1550,Vaartstraat 34 1                       , 1075 RP ,45.0,2,2300.0,51.111111111111114,52.350.549,4.855.281,doubt
1551,Prinsengracht                       , 1015 DT ,130.0,3,3650.0,28.07692307692308,52.362.122,4.898.975,success
1552,Kastelenstraat                       , 1082 EE ,80.0,3,3000.0,37.5,52.326.621,4.879.523,success
1553,, 1017 GX ,145.0,3,4000.0,27.58620689655172,489.973,doubt,
1554,Beethovenstraat 73 B                       , 1077 HP ,72.0,2,3000.0,41.66666666666666,52.347.275,4.877.231,doubt
1555,Martini van Geffenstraat 76                       , 1068 GL ,90.0,3,4000.0,44.444444444444436,5.235.778,4.803.008,success
1556,Molenpad                       , 1016 GM ,47.0,2,2500.0,53.19148936170214,52.366.963,4.883.444,success
1557,Laurierstraat 184 1                       , 1016 PS ,55.0,3,2800.0,50.90909090909091,5.237.161,4.878.376,doubt
1558,Kees Broekmanstraat 66                       , 1095 MS ,90.0,3,1950.0,21.66666666666667,5.237.241,4.964.334,doubt
1559,Cornelis Schuytstraat                       , 1071 JJ ,60.0,2,3500.0,58.33333333333334,52.354.268,4.872.013,success
1560,Rozengracht 76 I                       , 1016 NE ,190.0,5,4500.0,23.684210526315788,52.373.451,4.880.176,doubt
1561,Rombout Hogerbeetsstraat                       , 1052 XE ,55.0,3,3000.0,54.54545454545455,52.377.606,4.873.691,success
1562,Wodanstraat                       , 1076 CD ,65.0,3,3000.0,46.153846153846146,489.973,doubt,
1563,Reggestraat                       , 1078 CZ ,56.0,3,4000.0,71.42857142857143,52.347.634,4.901.834,success
1564,Korte Meerhuizenstraat                       , 1078 TL ,69.0,2,3050.0,44.20289855072464,5.234.825,4.906.915,success
1565,Dusartstraat 6 hs                       , 1072 HR ,54.0,2,3000.0,55.55555555555557,52.352.888,4.888.895,success
1566,Rokin                       , 1012 LD ,125.0,2,4450.0,35.6,52.369.731,4.892.156,success
1567,Houthavenkade 106                       , 1014 ZB ,46.0,2,3500.0,76.08695652173913,52.394.346,4.876.453,success
1568,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
1569,Lucellestraat 36 3                       , 1055 JA ,68.0,4,3500.0,51.470588235294116,52.379.823,4.849.554,doubt
1570,Simon Stevinstraat 10 1                       , 1097 BZ ,43.0,2,2350.0,54.65116279069768,52.354.197,4.927.909,doubt
1571,Bloys van Treslongstraat                       , 1056 WV ,52.0,3,2000.0,38.46153846153846,52.375.682,4.862.102,doubt
1572,Hoogte Kadijk                       , 1018 BJ ,55.0,2,2150.0,39.09090909090909,52.366.868,4.924.812,success
1573,Osdorpplein                       , 1068 TB ,83.0,3,2500.0,30.120481927710838,52.358.808,4.803.176,success
1574,Osdorpplein                       , 1068 TB ,71.0,3,3000.0,42.25352112676056,52.358.808,4.803.176,success
1575,Groen van Prinstererstraat                       , 1051 EK ,50.0,2,2000.0,40.0,52.383.304,4.872.181,doubt
1576,Rozengracht 15 B                       , 1016 LP ,55.0,2,2500.0,45.45454545454545,52.373.613,4.882.186,doubt
1577,Admiraliteitstraat                       , 1018 KP ,56.0,2,2800.0,50.0,52.368.501,4.924.356,success
1578,Lampongstraat 18 1                       , 1094 AV ,51.0,2,2000.0,39.215686274509814,52.390.447,4.945.324,doubt
1579,Valeriusstraat                       , 1075 GJ ,60.0,3,3000.0,50.0,52.353.222,4.865.353,success
1580,Sara Burgerhartstraat 2                       , 1055 KW ,46.0,3,2500.0,54.34782608695652,52.382.584,4.849.829,doubt
1581,Staringstraat                       , 1054 VR ,50.0,2,1300.0,26.0,52.361.769,4.862.475,success
1582,Tweede Anjeliersdwarsstraat 22 2                       , 1015 NT ,49.0,2,3500.0,71.42857142857143,52.377.483,4.881.525,doubt
1583,Westerstraat 248 I                       , 1015 MT ,55.0,2,2500.0,45.45454545454545,52.377.999,4.880.271,success
1584,Anna Blamansingel 186                       , 1102 SW ,50.0,2,1300.0,26.0,52.316.921,4.948.446,success
1585,, 1086 XR ,10.0,1,1500.0,150.0,489.973,doubt,
1586,Prinsengracht 193 3                       , 1015 DS ,140.0,3,5500.0,39.285714285714285,52.366.089,4.882.538,doubt
1587,IJburglaan                       , 1087 EN ,95.0,3,2500.0,26.315789473684212,52.368.507,4.971.287,doubt
1588,Emmeline Pankhurststraat                       , 1103 MT ,98.0,3,2150.0,21.938775510204078,52.322.139,4.965.496,doubt
1589,Nieuwe Prinsengracht 94 3                       , 1018 VW ,60.0,3,3500.0,58.33333333333334,52.363.812,4.909.487,doubt
1590,Javastraat                       , 1094 GZ ,65.0,2,2800.0,43.07692307692307,52.363.438,494.246,success
1591,Eef Kamerbeekstraat 520                       , 1095 MP ,82.0,3,2500.0,30.48780487804878,52.371.586,4.967.367,doubt
1592,Wiborgeiland 116                       , 1014 ZC ,94.0,3,3650.0,38.82978723404256,52.394.106,4.878.492,success
1593,Admiraal De Ruijterweg 137 III                       , 1056 EZ ,85.0,3,4000.0,47.05882352941178,52.373.555,4.858.706,doubt
1594,, 1077 BB ,209.0,6,9000.0,43.0622009569378,489.973,doubt,
1595,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354.812,4.901.037,doubt
1596,Da Costakade                       , 1052 SJ ,60.0,2,3500.0,58.33333333333334,52.369.755,4.872.422,success
1597,Ruysdaelstraat 92 K                       , 1071 XH ,50.0,2,2800.0,56.0,52.353.651,4.880.711,success
1598,Egidiusstraat                       , 1055 GT ,73.0,3,2150.0,29.45205479452055,5.237.894,4.850.918,success
1599,Hellingstraat                       , 1033 WW ,88.0,4,3500.0,39.77272727272727,52.331.053,5.068.744,success
